topic_id	tweet_id	tweet_text	claim	claim_worthiness	WE_text
CT20-AR-10	1225373951976669184	اتساءل الى اين يريد ان يصل وسيم يوسف هاقد بدأ بالطعن بقانون الإمارات ويلمز السلطات الإماراتية بالإهمال   هذا الإنسان سبب فتنة في الإمارات وسيزيد شره إذا لم يتم ردعه   [رابط]		1	اتساءل الى اي القطري القطريين يصل وسيم الهاجري هاقد بدأ يشيد بقانون الإمارات ويتهم عائلتها الحاكمة بالإهمال وقتل الإنسان سبب فتنة في الإمارات وسيزيد منها إذا لم يتم ردعه [رابط]
CT20-AR-10	1225350705860481025	المجنس وسيم يوسف رفع [رقم] دعوة قضائية على أبناء الإمارات المجنس اللي عندنا ابو المساج وناشر الرذيلة   كم قضية رافعها على أبناء قطر  هذي بلاوي التجنيس  وسيم يبي سيارة واللي عندنا يبي يخلص بيتة على ظهور أهل قطر 		1	محمد عادل يوسف رفع[رقم]دعوة لي علي أبناء الإمارات لان اللي عندنا يتعاطى المساج وناشر الرذيلة وانا كسبت دعوى على أبناء قطر هذي مسألة التجنيس وسيم يبي سيارة واللي عندكم يبي يكون بيتة على ظهور أهل قطر
CT20-AR-10	1225322990562353152	أين قانون حماية الطفل عن هذه التغريددة   فيديو قبل عامين تقوم بنشره انتقاما بسبب شموى مقدمة في حقها   فتنتقم مني بولدي   وتكتب تعليقا ساخرا عنه   [رابط]		1	وتدافع وحدات حماية المدنيين عن هذه التغريددة فيديو قبل عامين تقوم بنشره انتقاما لاستشهاد طفل مقدمة اللي حقها تتخلص مني اليوم وتكتب عما كتبته عنه [رابط]
CT20-AR-10	1225851554319798278	قالوا عنه الداعية الشيخ الدكتور وسيم يوسف إمام وخطيب مركز جامع الشيخ زايد بن سلطان الكبير رحمه الله تعالى في أبو ظبي في الإمارات العربية المتحدة ، أعفي من إمامته والخطابة فيه  ويعزى ذلك إلى ما أثاره في برنامجه في تلفزيون أبو ظبي طاعنا في صحيح الإمام البخاري الذي أجمع المسلمون على		1	قالوا عنه الداعية الشيخ الدكتور وسيم يوسف إمام وخطيب مركز جامع الشيخ زايد الشيخ سلطان الكبير رحمه ربي تعالى في أبو أبوظبي إحدى الإمارات العربية المتحدة ، أشهر من إمامته والتحقيق فيه ويعزى ذلك إلى ما أثاره عبر برنامجه في تلفزيون أبو ظبي طاعنا الشيخ الصحيح الإمام البخاري الذي وافق المسلمون على
CT20-AR-10	1225338609672294400	[مستخدم] سماحة الشيخ ترامب القرني حفظك الله ورعاك شنو رايك في وسيم يوسف وهو يقول لو أتي راوي الحديث ويحلف علي القران ماصدقته والمقصود بالراوي الصحابي الجليل  الإمام انس بن مالك خادم رسول الله طعن في الصحابة الكرام واتهامهم بالكذب علي تلفزيون الامارات جهارا نهارا [رابط]		1	[مستخدم]سماحة الشيخ خالد الراشد حفظك الله ورعاك شنو رايك في والد يوسف شخص كاذب لو أتي راوي الحديث ويحلف علي القران كذب والمقصود بالراوي الصحابي الجليل اسمه انس بن مالك سيدنا رسول الله طعن في الصحابة الكرام وتعرض بالكذب علي تلفزيون الامارات جهارا بينا [رابط]
CT20-AR-10	1225090127065767936	تركت الأصل ومسكت الفرع يا عارف تمنيتك تنصح وسيم يوسف اللي خلى المترديه والنطيحة يتطاولون على وطني وولاة امري بتشكيكه بصحيح بخاري ومسلم والحمدالله رب العالمين ولاة امرنا يعرفون الصغيره والكبيرة في البلاد وهذا متفقين عليه يا سيد عارف تحياتي لك [رابط]		1	تركت الاخلاق ومسكت القلم يا سيد تمنيتك تنصح وسيم يوسف ويتعامل مع المترديه والنطيحة يتطاولون على وطني وولاة امري والحديث بصحيح بخاري ومسلم والحمدالله رب العالمين ولاة امرنا يعرفون الصغيره والكبير بقوانين البلاد وهذا متفقين علية جميعا سيد عارف تحياتي لك [رابط]
CT20-AR-10	1226744337893150720	[مستخدم] للبيع بغبغاء من فصيلة  وسيم  يوسف كان شغال مفتي ومفسر احلام وامام ضريح عامل حوادث كثيرة منها الطعن في الصحابه والانبياء وصحيح البخاري وصحيح مسلم بعض الاحيان نسونجي وبعض الاحيان طبال للاستفسار يرجى الاتصال على الرقم [رقم] محمد زايد ريكي		1	[مستخدم]للبيع بغبغاء من فصيلة وسيم يوسف وهو شغال كاتب ومفسر احلام وخط مساجد وفي حوادث كثيرة منها الطعن باحد الصحابه كيف دخل البخاري وصحيح النابلسي بعض الاحيان نسونجي وبعض الاحيان طبال للاستفسار يرجى الاتصال لذات الرقم[رقم]خالد صبري ريكي
CT20-AR-10	1225825423709392896	وسيم يوسف كان قد الف كتابا بعنوان كنت متطرفا ، وبعد ان تم عزله من امام المسجد هل يؤلف كتابا  كنت  زنديقا  منقول من برنامج فوق السلطة  الجزيرة		1	وسيم يوسف كان قد قرأ مقال بعنوان صرت قاتلا علنا وبعد ان تم طرده من امام المسجد هل اصبح لاحقا كنت زنديقا يقدم على برنامج فوق السلطة الجزيرة
CT20-AR-10	1224908019621863424	وسيم يوسف حارب صحيح البخاري مراهنا على مكانته في دولة الإمارات  وبعد أشهر تم عزله عن الإمامة والخطابة في جامع الشيخ زايد الكبير ، وبالأمس تم التوجيه بتدريس صحيح البخاري في كافة مساجد الدولة هناك   انتهى وسيم يوسف وبقي البخاري وسيبقى إلى قيام الساعة ويأبى الله إلا أن يتم نوره 		1	وسيم يوسف حارب صحيح البخاري مراهنا على شهرته عند دولة قطر وبعد أشهر تم عزله عن الإمامة والخطابة في جامع الشيخ زايد الكبير ، وبالأمس تم التوجيه بتدريس تاريخ الأحاديث في كافة مساجد الدولة هناك انتهى وسيم وفريقه وبقي البخاري يدرس حتى قيام الساعة ويأبى الباطل إلا أن ينزع نوره
CT20-AR-10	1225725276333670400	[مستخدم] [مستخدم] دكتورة  موزة  طحوارة أنسانه فاضله أفنت عمرها الستيني في خدمة وطنها ومجتمعها وهاي الآن عادت للدفاع عن دين الله وسنة نبيه وشيوخ  الأمارات عن الهمز واللمز والطعن فيهم من خلال منبر الكاذب  وسيم  يوسف وشق الصف الأماراتي فالجميع ينبذ ما يقوم به أستمري والله أنك على حق		1	[مستخدم][مستخدم]دكتورة موزة طحوارة أنسانه فاضله أفنت عمرها الستيني قي خدمة وطنها الكويت وهاي الآن تسعى للدفاع عن دين الحق وسنة نبيه وشيوخ الكويت عن الهمز واللمز والطعن فيهم من خلال منبر الكاذب وسيم لتشويه وشق الصف الأماراتي فالجميع ينبذ ماي نقوم به أستمري والله أنك علي رأي
