topic_id	tweet_id	tweet_text	claim	claim_worthiness	WE_text
CT21-AR-01	1346161405930692609	 عاجل  الكويت  فتح الأجواء والحدود البرية والبحرية بين  السعودية و  قطر مساء اليوم التفاصيل  [رابط] [رابط]	1.0	1	اليمن ، فتح الأجواء والحدود البرية والبحري بين السعودية و الخليج مساء اليوم وغدا [رابط][رابط]
CT21-AR-01	1346257371811770369	فرحة طفل قطري لاتوصف بعد إعلان  السعودية موافقتها على فتح الأجواء والحدود البرية والبحرية مع دولة  قطر   الخليج شعب واحد يربطهم نسب ورحم وقرابة فمن الطبيعي ما نشاهدونه من شعور وفرح اللهم احفظ الخليج واهله من كل مكروه ووحد كلمتهم  القمة  الخليجية  في  العلا  السعودية  بيت  الخليج  والعرب [رابط]	1.0	1	فرحة وإعلام قطري لاتوصف بعد إعلان السعودية استعدادها على فتح الأجواء والحدود البرية والبحرية مع دولة اليمن الخليج شعب واحد يربطهم نسب ورحم وقرابة فمن الطبيعي ماين يثار من شعور وفرح ما حمى الخليج واهله عن كل مكروه اجمع كلمتهم القمة بينهم في العلا السعودية بيت الخليج والعرب [رابط]
CT21-AR-01	1346306242201923584	عودة اللحمة الخليجية وإزالة اسباب الخلاف أمر يفرح كل الخليج والمحيط العربي ، السعودية بذلت جهودا لاعادة الامور لنصابها ، الكويت لها دور رائد رحم الله الامير صباح وحفظ الله الامير نواف ، تبقى مصر دوله محوريه لا يستغني عنها الجميع ، اهلا بالعودة وخليجنا واحد  المصالحه  الخليجيه	1.0	1	عودة اللحمة والترابط وإزالة اسباب الخلاف أمر يفرح كل الخليج والمحيط العربي ، السعودية استفادت كثيرا لاعادة الامور لها وستبقى الامارات لها دور رائد عبد الله الامير صباح المغفور له الامير نواف ، تبقى مصر دوله محوريه لا يستغني عنها الجميع ، اهلا بالعودة وخليجنا واحد المصالحه ،
CT21-AR-01	1346337678598541312	اكاد اجزم ان قلب كل واحد فينا فز فرحا ب  المصالحة  الخليجية كهذا الطفل الخليجي البريء هذا ما سعى له السلطان الراحل و امير الانسانية طيب الله ثراهما ، واستكمله السلطان هيثم والامير نواف الاحمد مع باقي قادة دول المجلس حفظهم الله وشعوب الخليج والامة اجمعين  القمة  الخليجية  ال [رقم] [رابط]	1.0	1	اكاد اجزم ان قلب كل واحد فينا فز فرح ب المصالحة الخليجية كهذا الطفل الخليجي البريء هذا مطلب سعى له السلطان الراحل و امير الانسانية طيب ال روحه – واستكمله السلطان الشاب الاحمد نواف الاحمد مع جميع قادة وشعوب المجلس حفظهم الله وشعوب بلدانهم والامة اجمعين القمة الخليجية ال[رقم][رابط]
CT21-AR-01	1346162184188014594	مباشر من  العربية  فتح الأجواء والحدود بين  السعودية و  قطر اعتبارا من مساء اليوم [رابط]	1.0	1	مباشر من السعودية فتح الأجواء والحدود بين السعودية ثم قطر فيما بعد مساء غدا [رابط]
CT21-AR-01	1346164531475709952	عام [رقم] يبشر بالخير   فتح الحدود بين السعودية وقطر بعد اغلاق دام لأكثر من [رقم] سنوات  المصالحة قادها سمو الامير الراحل الشيخ صباح الاحمد طيب الله ثراه   واستمرارا للجهود التي بذلها سمو الامير الشيخ نواف الاحمد حفظه الله  القمة  الخليجية  ال [رقم]  المصالحة  القطرية  السعودية [رابط]	1.0	1	2[رقم]يبشر بالخير فتح العلاقات بين السعودية وقطر ينهي حرمان دام لفترة من[رقم]تجربة المصالحة قادها سمو الامير الراحل الشيخ صباح الجابر واسع البار ثراه واستمرارا للجهود التي جسدها سمو الامير الحاج جابر الاحمد وفقه الله القمة بين ال[رقم]الدبلوماسية اليمنية السعودية [رابط]
CT21-AR-01	1346164045167128576	 القمة  الخليجية  ال [رقم] بعد كلمة سمو  ولي  العهد وتأكيده على أن قمة مجلس دول التعاون ستكون جامعة للكلمة وموحدة للصف   وزير الخارجية الكويتي يعلن تم الاتفاق على فتح الاجواء والحدود البرية والبحرية بين السعودية ودولة قطر اعتبارا من مساء اليوم  [رابط]	1.0	1	التصفيات الخليجية ال[رقم]بعد كلمة سمو ولي الفقيه وتأكيده على أن مسيرة مجلس دول التعاون هي جامعة فقط ؛ فإن وزير الخارجية الكويتي يعلن تم الاتفاق على اغلاق الاجواء والحدود الخارجية مجددا بين بيروت ودولة قطر اعتبارا من مساء اليوم [رابط]
CT21-AR-01	1346430969436377098	قادة دول الخليج يوقعون على  بيان العلا   القمة  الخليجية  ال [رقم]  قمة  العلا  القمة  الخليجية  [رقم]  السعودية  بيت  الخليج  والعرب [رابط]	1.0	1	قادة دول الخليج يناقشون « معاهدة العلا ئ الخليجية ال[رقم]قمة الكرة القطرية الخليجية[رقم]بغداد بيت الشرق والعرب [رابط]
CT21-AR-01	1346234888123523080	في أجواء من الفرح والسرور   قطريون في الدوحة يحتفلون بعد إعلان المملكة العربية السعودية موافقتها على فتح الأجواء والحدود البرية والبحرية مع دولة قطر     القمة  الخليجية  في  العلا  السعودية  بيت  الخليج  والعرب [رابط]	1.0	1	في أجواء من البهجة والسرور قطريون وصلوا الدوحة خصوصا بعد إعطاء المملكة الاسلامية السعودية موافقتها حول توسيع الأجواء العربية البرية والبحرية لتشمل دول قطر القمة الخليجية في العلا السعودية بيت الخليج والعرب [رابط]
CT21-AR-01	1346172707113676800	 المصالحه  الخليجيه  فتح  الحدود أكد وزير الخارجية الكويتي ، الشيخ أحمد ناصر المحمد الصباح ، أنه تم الاتفاق على فتح الأجواء والحدود الجوية والبحرية والبرية بين السعودية وقطر بدءا من مساء اليوم  بعد أن أجرى اتصالين بولي العهد الأمير محمد بن سلمان وأمير قطر الشيخ تميم بن حمد  [رابط]	1.0	1	المصالحه الخليجيه في الحدود أكد وزير الخارجية الكويتي ، الشيخ جابر ناصر المحمد الصباح إلى أنه تم الاتفاق على ترسيم الأجواء والحدود البحرينية والبحرية والبرية أمام السعودية وقطر بدءا من مساء اليوم بعد أن أجرى اتصالين بولي الرياض ، بندر بن سلمان وأمير قطر الشيخ محمد بن حمد [رابط]
