topic_id	tweet_id	tweet_text	claim	claim_worthiness	WE_text
CT20-AR-19	1230086430254387200	سقط نحو أكثر من [رقم] مدني من بينهم [رقم] طفلا ، ونزح أكثر من [رقم] ألف نسمة من سكان المدينة ، ولا يزال يمارس أردوغان أبشع الجرائم في شمال سوريا    اردوغان  النازي  الجديد [رابط]		1	سقط نحو 13 ر[رقم]مدني ليس بينهم[رقم]مصر ، ونزح غيرهم من[رقم]ألف نسمة من هذه المدينة ، ولا ينف يتولى أردوغان أبشع الجرائم بكل شمال سوريا اردوغان ونظامه الدموي [رابط]
CT20-AR-19	1230164895917838336	بيدرسون  روسيا ضالعة في العمليات العسكرية التي يشنها النظام في إدلب  جلسة لمجلس الأمن  بيدرسون  بإمكان تركيا وروسيا خفض التصعيد في إدلب ويجب على البلدين القيام بذلك يدرسون  وحدة الأراضي السورية معرضة لخطر داهم وما زلنا بعيدين عن التوصل إلى سلام		1	بيدرسون الإمارات ضالعة في العمليات العسكرية التي يشنها النظام في الأراضي جلسة ومجلس الأمن بيدرسون بإمكان تركيا وروسيا خفض التصعيد في إدلب ويجب على البلدين التعهد بذلك يدرسون ، الأراضي السورية معرضة للخطر داهم سواء كنا نبحث عن الانضمام إلى سلام
CT20-AR-19	1230829049242693633	تركيا  إردوغان يدعو لإقامة منطقة آمنة بعمق يتراوح بين [رقم] و [رقم] كيلومترا في سوريا		1	« إردوغان يدعو لإقامة منطقة أمنية بعمق يتراوح كلم[رقم]1[رقم]كيلومترا في طوكيو
CT20-AR-19	1230502282359398401	بواقعية   حتى الآن   تمهيد عنيف لقوات الثوار و الجيش التركي على ثكنات النظام في النيرب و سراقب و محيطها   التقدم كان على الحي الغربي لمدينة النيرب ، لكن لم يفلح الثوار بدخول كامل المدينة ، وما تزال الاشتباكات على أطرافها 		1	بواقعية منذ الأن تمهيد عنيف لدى الثوار ، الدخول التركي إلى ثكنات النظام في حماة و سراقب و محيطها الأول كان على الحي الغربي لمدينة النيرب ، لكن لم يفلح الحسم بدخول تلك المدينة ، وما تزال الاشتباكات على أطرافها
CT20-AR-19	1230598053477994497	في خضم التوتر التركي الروسي في سوريا ، يزور السراج إسطنبول بعد زيارة حفتر لموسكو  لا يمكن فصل ما يجري في إدلب عما يجري في ليبيا ، وأي تصعيد أكبر في إدلب سيقابله تصعيد مماثل في ليبيا  صراع إرادات بين أردوغان وبوتين ، بينما الغربيون يسعون لتغذية هذا الصراع لإبعاد تركيا عن روسيا 		1	في منطقة التوتر الأوكراني الروسي في سوريا ، يزور لافروف تركيا عشية زيارة حفتر لموسكو لا يمكنك فصل ما يجري في إدلب كما يجري في سوريا ، وأي تصعيد أكبر في إدلب سيقابله حدث مماثل في ليبيا صراع إرادات بين أردوغان وبوتين ، بينما الغربيون يسعون إلى هذا الصراع لإبعاد تركيا عن روسيا
CT20-AR-19	1231987896015622146	مسؤول رفيع في البنتاغون للحرة  واشنطن تدرك أهمية العلاقات الاستراتيجية مع تركيا لكن الناتو لن يساعد القوات التركية في أي نزاع داخل سوريا		1	لمسؤول آخر في البنتاغون ” واشنطن تدرك أهمية الشراكات الاستراتيجية مع واشنطن لكن الناتو لن يساعد القوات التركية يخوض أي معركة شرق سوريا
CT20-AR-19	1230182192434864128	المندوب التركي الدائم لدى الأمم المتحدة خلال جلسة مجلس الأمن لمناقشة الأوضاع الإنسانية في  ادلب يؤكد عدم اعتراف  تركيا بالنظام السوري و اعتباره نظاما غير شرعي لمسؤوليته عن قتل وتهجير ملايين السوريين ويطالب المجتمع الدولي بموقف جاد لوقف جرائم الأسد في  ادلب  [رابط]		1	السفير التركي الدائم لدى الأمم المتحدة خلال جلسة مجلس الأمن الدولي المأساة الإنسانية في ادلب يؤكد عدم اعتراف تركيا بالإسلام المتطرف و اعتباره نظام مجرم شرعي لمسؤوليته عن قتل وتهجير ملايين السوريين وطالب المجتمع الدولي بشكل جاد لوقف جرائم الإرهابيين في ادلب [رابط]
CT20-AR-19	1230854510190440448	ضمن الإعدادات الجارية لمعركة إدلب أدخل الجيش التركي اليوم إلى ميدان المعركة راجمة الصواريخ  K عيار [رقم] مم ويبلغ مداها [رقم] كم [رابط]		1	ضمن الإعدادات الجارية لتحرير إدلب أدخل الجانب التركي غدا إلى ميدان المعركة راجمة مدفع جيل 2[رقم]يطلقها ويبلغ مداها[رقم]هامش [رابط]
CT20-AR-19	1230488762527948801	وحدات الجيش تتصدى لمحاولة هجوم تنفذها المجموعات المسلحة بمؤازرة جيش الاحتلال التركي على محور بلدة  النيرب غرب  سراقب بريف إدلب الشرقي وسط اشتباكات عنيفة تشهدها المنطقة وقصف جوي ومدفعي كثيف يستهدف مواقع المسلحين في المنطقة [رابط]		1	كتائب الجيش تتصدى لمحاولة هجوم تنفذها جماعات المعارضة بمؤازرة جيش الاحتلال التركي على محور بلدة حاس ومدينة أريحا بريف ادلب وذلك وسط اشتباكات عنيفة تشهدها المنطقة وقصف جوي مكثف كثيف يستهدف مواقع الارهابيين في المنطقة [رابط]
CT20-AR-19	1230833388627599361	أردوغان  لن ننسحب من إدلب  وندعو لإقامة منطقة آمنة بعمق يتراوح بين [رقم] و [رقم] كيلومترا في سوريا  حدا يشرحلنا يا جماعة  لأن هيك مسافة فقط لادلب ولا تشمل اريحا والاربعين وجبل الزاوية وشحشبو وسهل الغاب		1	أردوغان لن ننسحب وإخلاء المدينة تمهيدا لإقامة منطقة آمنة الوضع يتراوح بين[رقم]15[رقم]في في سوريا ممكن يشرحلنا يا جماعة مافي هيك الحالة فقط ادلب كلها تشمل اريحا والاربعين وجبال الزاوية وشحشبو وسهل الزل
CT20-AR-19	1231219666913255425	مصادر العدو التركي مقتل جندي تركي في إدلب بهجوم لقوات الجيش السوري  كسر  العدوان  التركي		1	مصادر العدو التركي 30 عنصر تركي جنوب إدلب بهجوم لقوات الجيش السوري مواجهة العدوان الإيراني
CT20-AR-19	1230750248978599936	حلف الناتو والولايات المتحدة يدعمان  تركيا بهجومها ضد ميليشيا أسد في  إدلب  أورينت [رابط]		1	تحالف الناتو والبحرية الأمريكية يدعمان أنقرة بهجومها لإسقاط بشار أسد في إدلب أورينت [رابط]
CT20-AR-19	1230928584795131908	 عاجل  الخارجية الأمريكية تؤكد وقوفها بجانب تركيا حليفتها في الناتو وتعزيها بشهدائها في إدلب		1	عاجل الخارجية الأمريكية تقرر وقوفها مع اوكرانيا العضو في الناتو ودعمها أبناءها في إدلب
CT20-AR-19	1230231711897866253	الكلب الجعاري  لافروف وعبر حساب السفارة الروسية في أنقرة  نحن على استعداد للعمل مع تركيا في إدلب وعلى جميع المستويات يبدو نباح وعويل القرداحة وصل لموسكو مسرعا جدا 		1	الكلب لدى لافروف يقول في السفارة السورية وفي أنقرة نحن لسنا مستعدون للعمل مع تركيا في إدلب وعلى جميع المعابر يبدو نباح محافظ القرداحة القريب لموسكو مسرعا جدا
CT20-AR-19	1231677610079522825	عضو الهيئة السياسية في الائتلاف الوطني السوري أحمد رمضان  إدخال  تركيا أسلحة جديدة مختلفة واستعداد  روسيا لمواجهة مفتوحة يشير إلى أزمة دبلوماسية بين الطرفين في  سوريا [رابط]		1	مستشار الهيئة التحضيرية في الائتلاف الوطني خالد إسماعيل الحريري عرض الأسد أسلحة جديدة مختلفة واستعداد سوريا لمواجهة مفتوحة يشير إلى أزمة دبلوماسية لكلا الطرفين في سوريا [رابط]
CT20-AR-19	1230898681672536065	تركيا تستبعد مواجهة روسيا في إدلب والناتو قد يشارك ب  باتريوت  [رابط]		1	تركيا تستبعد مواجهة محدودة على إدلب والناتو قد يشارك بنشر 150 [رابط]
CT20-AR-19	1230788435528556545	عاجل   وزارة الدفاع الروسية  نحث  تركيا على السماح للسوريين النازحين من  إدلب بالعبور إلى مناطق تسيطر عليها قوات الحكومة السورية   مباشر		1	أصدرت وزارة الدفاع الأمريكية تطالب تركيا بشأن السماح للسوريين القادمين من إدلب بالعبور إلى مناطق تتواصل عليها قوات الحكومة السورية …
CT20-AR-19	1230341304095256576	 تركيا  نمهل نظام الأسد إلى نهاية فبراير للانسحاب من  إدلب في كلمة لمندوب تركيا أمام مجلس الأمن خلال جلسة حول الأوضاع الإنسانية والسياسية في  سوريا [رابط]		1	تركيا تمد نظام الأسد إلى نهاية فبراير للانسحاب من المنطقة في تقرير بعثة تركيا لدي الجمعية العموم خلال النقاش حول الأوضاع الإنسانية والسياسية في [UNK] [رابط]
CT20-AR-19	1231249372723195904	أردوغان ردا على تساؤلات المعارضة  وجودنا في  سوريا ليس خيارا كيفيا  تركيا [رابط] [رابط]		1	أردوغان ردا على استفتاء هل وجودنا في سوريا غير عائقا أمام تركيا [رابط][رابط]
CT20-AR-19	1231515289780654085	ارتفاع قتلى الجيش التركي بإدلب ل [رقم] في أقل من شهر  eXtranews [رابط]		1	ارتفعت حصيلة التوغل التركي بإدلب ل[رقم]لقد ظل ظرف شهر … [رابط]
CT20-AR-19	1230220511285858309	 الكرملين   روسيا و  تركيا تتواصلان لتفادي تصاعد الأوضاع في  إدلب المتحدث باسم الكرملين ديمتري بيسكوف طالب البلدين بالالتزام بمذكرة التفاهم الموقعة في سوتشي عام [رقم] [رابط]		1	الكرملين روسيا و تركيا تتواصلان مع تدهور الأوضاع في إدلب المتحدث باسمه روسيا ديمتري بيسكوف طالب السوريين بالالتزام بنقاط التفاهم المنفذة في أغسطس عام[رقم][رابط]
CT20-AR-19	1231255958631960578	قادة فرنسا والمانيا وروسيا يجتمعون يوم [رقم] مارس مع اردوغان واخر محاولة لاقناعه انه انتهى في سوريا  		1	قادة فرنسا وبريطانيا وروسيا يجتمعون اليوم[رقم]مقابلة مع شيراك واخر محاولة لاقناعه انه انتهى الى عهده
CT20-AR-19	1230025301415137284	الناطق باسم الرئاسة التركية   لا مطامع ل  تركيا في أراضي  سوريا ، جنودنا موجودون هناك ضمن إطار اتفاق  سوتشي ، والهدف هو حماية المدنيين ودفع العملية السياسية في سوريا ، ستبقى نقاطنا العسكرية في مكانها وستواصل القيام بمهامها  [رابط]		1	الناطق باسم الرئاسة التركية لا توجد ل تركيا في أراضي سوريا لكن جنودنا موجودون هناك ضمن ترتيبات اتفاق سوتشي بحلب والهدف منا حماية المدنيين ودفع العملية الهادفة لوحدة البلاد ، ستبقى نقاطنا الحدودية في مكانها وستواصل القيام بواجبات [رابط]
CT20-AR-19	1230099600813457408	ردا على تصريح للكرملين قالو فيه ان قيام تركيا بعملية عسكرية ضد النظام السوري في ادلب سيكون اسوء سيناريو ، الرئيس أردوغان قال  ان مهاجمة جنود الجيش التركي هو اسوء سيناريو		1	ردا على تعليق للكرملين اكد فيه ان فوز تركيا بعملية عسكرية ضد النظام السوري في ادلب سيكون اسوء السيناريوهات فان الرئيس أردوغان يعتبر ان مهاجمة أبناء الشعب السوريين هو اسوء وسيناريو
CT20-AR-19	1232318062340145155	بومبيو  دعم  إيران وروسيا للنظام السوري أدى إلى موجة نزوح كبيرة في  سوريا النظام السوري لن يحقق نصرا بتصعيد هجماته في  إدلب والرئيس ترمب أكد أننا سنتعاون مع  تركيا 		1	بومبيو دعم إيران وروسيا للنظام الوطني أدى الى موجة نزوح كبيرة في البلاد النظام الإرهابي لن يحقق نصرا نتيجة هجماته على إدلب ، ترمب يردد أننا هنا لحماية تركيا
