topic_id	tweet_id	tweet_text	claim	claim_worthiness	WE_text
CT20-AR-14	1226193675685957632	 عاجل   السيسي يحذر من خطورة الاستمرار في إرسال المقاتلين الأجانب والعناصر الإرهابية من  سوريا إلى  ليبيا [رابط]		1	خطاب المفتي يحذر من خطورة التهاون في تهريب العاملين الأجانب والعناصر الإرهابية من سوريا إلى أفغانستان [رابط]
CT20-AR-14	1226192341825982466	 عاجل  الرئيس المصري عبدالفتاح السيسي يحذر من خطورة الاستمرار في إرسال آلاف  المقاتلين الأجانب والعناصر الإرهابية  من  سوريا إلى  ليبيا 		1	عاجل الرئيس المصري عبدالفتاح السيسي يحذر حول خطورة الاستمرار في إرسال آلاف المقاتلين والأسلحة والمنظمات الإرهابية من اليمن نحو أفغانستان
CT20-AR-14	1226183381295169537	عاجل  بعثة الأمم المتحدة إلى  ليبيا  انتهاء محادثات اللجنة الليبية العسكرية بجنيف والاتفاق على جولة ثانية في [رقم] فبراير توافق الطرفان الليبيان على أهمية استمرار الهدنة وأهمية احترامها وتجنب خرقها توافق واسع بين الطرفين حول الحاجة للمحافظة على سيادة  ليبيا وسلامة أراضيها		1	عاجل بعثة المجتمع الدولى لدعم ليبيا انتهاء محادثات اللجنة الليبية العسكرية بجنيف والاتفاق على أعمال مكثفة لمناقشة[رقم]فبراير أجمع الطرفان الليبيان على أهمية استمرار الهدنة وأهمية احترامها وتجنب الأخطاء توافق واسع في الطرفين حول استراتيجية لرعاية ودعم سيادة الدول وكل أراضيها
CT20-AR-14	1226188452280008704	 عاجل  السيسي  نقل الإرهابيين من سوريا إلى ليبيا ستكون له تداعيات خطيرة على دول جوار ليبيا  قناة  ليبيا		1	عاجل حول نقل الإرهابيين من سوريا الي ليبيا أصبح له تداعيات واضحة على أمن شقيقة ليبيا قناة ليبيا
CT20-AR-14	1225842815546122245	 عاجل  توقف الرحلات في مطار  معيتيقة بالعاصمة الليبية طرابلس عقب استهدافه من قبل مليشيات حفتر		1	عاجل توقف الرحلات في قاعدة معيتيقة بالعاصمة المدينة طرابلس جراء استهدافه ب قبل وقصف المرتزقة
CT20-AR-14	1226561255453884416	كتيبة جامع الشيخ التابعة للمنطقة العسكرية الوسطى نجحت فجر اليوم من القبض على شاحنة محملة بالخمور والمخدرات  كوكايين  قادمة من مدينة  بنغازي ومتجهة لمليشيات  حفتر بمحاور القتال ب  طرابلس   وأيضا كان بحوزة سائق الشاحنة مبلغ مالي وقدره  مليون و ثلاثة مئة ألف دينار ليبي  [رقم]  [رقم] [رابط]		1	كتيبة الشهيد الشيخ التابعة لإقليم الشرقية الوسطى نجحت فجر اليوم من السيطرة على شاحنة محملة بالخمور والمخدرات كوكايين ، من مدن الجنوب متجهة لمليشيات حفتر بمحاور الأنفاق ب طرابلس وأيضا كان بحوزة سائق الشاحنة مبلغ إجمالي وقدره مليون و ثلاثة مئة ألف دينار ليبي[رقم][رقم][رابط]
CT20-AR-14	1225456521951240193	 عاجل   سلامة  طرفا لجنة  [رقم]  [رقم]  سيعودون لبحث نتائج جلسات  جنيف مع قياداتهم في  ليبيا		1	عاجل هذان طرفا الصراع[رقم][رقم]سيعودون لمناقشة فحوى جلسات المحادثات مع قياداتهم في إيران
CT20-AR-14	1225517300784226305	وفد حفتر في جنيف يتفاوض على أسرى مصريين ، ولا أحد منهم تكلم عن أسرى حفتر من الليبيين  طبعا حفتر من قبل مصر أهم من ليبيا 		1	وفد حفتر في جنيف يتفاوض على أسرى مصريين ، ولا أحد منهم يدافع عن أسرى حفتر وكذلك المغرب طبعا حفتر هنا حكم مصر وليس بعد السيسي
CT20-AR-14	1225750059448328192	الأمم المتحدة  نزوح [رقم] ألف شخص بينهم [رقم] ألف طفل بسبب الحرب في ليبيا [رابط]		1	الا المتحدة نزوح[رقم]100 شخص بينهم[رقم]ألفا طفل ضحايا المعارك في ليبيا [رابط]
CT20-AR-14	1226053165424009217	 تركيا ترسل أكثر من [رقم] مقاتل سوري إلى  ليبيا لدعم حكومة الوفاق [رابط]		1	تركيا ثلاثة جنود من[رقم]خبير جزائري إلى ليبيا لمساعدة حكومة الوفاق [رابط]
