topic_id	tweet_id	tweet_text	claim	claim_worthiness	WE_text
CT20-AR-12	1225028206341824512	تجمع المهنيين السودانيين  لقاء البرهان ونتنياهو تجاوز خطير للوثيقة الدستورية [رابط] [رابط]		1	دفاع المهنيين السودانيين لقاء القائد الشمالي تحدي خطير للخطوط الدستورية [رابط][رابط]
CT20-AR-12	1225195435951820800	استقالة أول مسئول سوداني احتجاجا على لقاء البرهان ونتنياهو		1	استقالة أول رئيس إسرائيلي احتجاجا ع لقاء الأخير ونتنياهو
CT20-AR-12	1225134603448606720	بين مؤيد ومعارض   رئيس الوزراء السوداني ينهي الجدل حول لقاء  البرهان ونتنياهو [رابط]		1	مابين مؤيد ومعارض رئيس الديوان الكويتي ينهي الجدل بقضية لقاء البرهان والبر [رابط]
CT20-AR-12	1225029988677713922	اجتماع لجنرالات القوات المسلحة السودانية يؤمن على لقاء البرهان ونتنياهو بما يحقق المصلحة العليا للأمن الوطني والسودان    الثورة  مستمرة [رابط]		1	اجتماع لجنرالات قواتنا المسلحة السودانية يؤمن على لقاء البرهان ، بما يتيح المصلحة العليا للسلام الوطني والأمن القومي نت [رابط]
CT20-AR-12	1224890386851622913	صحيفة  ذي تايمز أوف إسرائيل    الإمارات رتبت اجتماع البرهان ونتنياهو ، وعلمت به  دائرة صغيرة  فقط من كبار المسؤولين في السودان ، وكذلك السعودية ومصر  [رابط]		1	صحيفة ذي تايمز إسرائيل إسرائيل مصر رتبت اجتماع القمة القطري ، وهو بحضور دائرة غير محدودة من كبار المسؤولين في دبي ، وكذلك السعودية ومصر [رابط]
CT20-AR-12	1225124821698260994	“  يصب في مصلحة السودان    كبار ضباط الجيش يؤيدون لقاء البرهان ونتنياهو ” [رابط]		1	“ الجزائر فى مصلحة السودان كبار رجال الاستخبارات يؤيدون لقاء بوش ونتنياهو ” [رابط]
CT20-AR-12	1225192074489868289	بيان لمجلس الوزراء السوداني  لقاء البرهان ونتنياهو كان استكشافيا [رابط]		1	بيان لمجلس الوزراء إن لقاء الكويت الفضائي ليس استكشافيا [رابط]
CT20-AR-12	1224950425612320768	السوداني الدولية ردود أفعال متباينة والأحزاب الكبيرة ترفض لقاء البرهان ونتنياهو 		1	السوداني الدولية ردود أفعال القيادات والأحزاب الكبيرة بشأن لقاء باريس …
CT20-AR-12	1225113211680231431	وتابع   أعلن بصفتي مديرا لإدارة السياسة الخارجية بمجلس السيادة الانتقالي ، براءتي لله ولرسوله وللمؤمنين من ذلك الفعل  لقاء البرهان ونتنياهو  ، كما أعلن أنني لم أعد مديرا لتلك الإدارة  		1	وأن أعلن بصفتي مديرا لإدارة المفاوضات الخارجية بمجلس الحكم الانتقالي الوطني براءتي لله ولرسوله وللمؤمنين من ذلك البيان لقاء البرهان والدليل ، كما أوضح إنني لم أعد مبعوثا لهذه الإدارة
CT20-AR-12	1225102822791925761	الفلسطينيون يحرقون علم السودان و فرحانين من ذالك و كمان شاتمين السودان بالعبيد   تبا لهم و من حقنا التطبيع لاسرائيل لو عندنا المصلحه في ذالك و المحروق يروق     [رابط]		1	الإخوان يحرقون أعلام إسرائيل و فرحانين من ذالك و كمان دخل السودان بالعبيد التابعين له و من حقنا الموت لاسرائيل نعم عندنا راي في ذالك لان المحروق يروق [رابط]
CT20-AR-12	1225021490883702784	تلقيت دعوة لحضور لقاء تنويري للفريق برهان مع قادة الأجهزة الإعلامية لتنويرهم حول كارثة لقائه مع رئيس وزراء دولة الكيان الصهيوني   قدمت إعتذاري عن حضور اللقاء   لن أستمع لرجل صافح نتنياهو   وصفع أمتنا السودانية في وجهها   الأستاذ  عبد الماجد عبد الحميد  سودانيون  ضد  التطبيع		1	تلقيت دعوة لحضور بيان تنويري للفريق خالد مع قادة الأجهزة الإعلامية القومية حول كارثة لقائه مع رئيس وزراء حكومة الكيان الصهيوني قدمت إعتذاري عن حضور اللقاء لن يكون لرجل صافح نتنياهو قضايا أمتنا السودانية في كتاب الدكتور عاصم الماجد عبد الحميد – ضد التطبيع
CT20-AR-12	1225124190015148033	وقال أمين سر اللجنة التنفيذية لمنظمة التحرير الفلسطينية صائب عريقات ، إن  اللقاء  بين  البرهان و  نتنياهو  طعنة في ظهر الشعب الفلسطيني وخروج صارخ عن مبادرة السلام العربية ، في وقت تحاول إدارة  ترمب ونتنياهو تصفية القضية الفلسطينية   اندبندنت  عربية  تغنيك [رابط]		1	واعتبر أمين مساعد اللجنة الشرعية لمنظمة التحرير الفلسطيني صائب سلام ، هذا اللقاء بين البرهان و نتنياهو طعنة في ظهر الشعب الفلسطيني وخروج صارخ عن معادلة السلام … و في وقت تحاول إدارة ترمب وإدارته تصفية القضية الفلسطينية اندبندنت عربية تغنيك [رابط]
CT20-AR-12	1225194254860984320	بيان مجلس الوزراء السوداني  لقاء البرهان ونتنياهو كان استكشافيا ولم يقدم خلاله أي التزام أو وعود بالتطبيع أو إقامة علاقات دبلوماسية [رابط]		1	[UNK] لوزير التعاون السوداني أعطى البرهان ونتنياهو كان استكشافيا ولم يقدم خلاله الرئيس التزام أو إشارات بالتطبيع وليس إقامة علاقات [UNK] [رابط]
CT20-AR-12	1224943519816736768	السوداني الدولية  البرلماني المستقبل ابو القاسم برطم  لقاء  البرهان  نتنياهو أول خطوة صحيحة منذ  [رقم]  عاما		1	السياسة الدولية البرلماني الفلسطيني ابو فارس برطم لقاء بيني نتنياهو أول خطوة حكومية منذ[رقم]14
