topic_id	tweet_id	tweet_text	claim	claim_worthiness	Gen_text
CT20-AR-12	1225028206341824512	تجمع المهنيين السودانيين  لقاء البرهان ونتنياهو تجاوز خطير للوثيقة الدستورية [رابط] [رابط]		1	تجمع المهنيين السودانيين لقاء البرهان ونتنياهو تجاوز خطير للوثيقة الدستورية [رابط] [رابط]
CT20-AR-12	1225195435951820800	استقالة أول مسئول سوداني احتجاجا على لقاء البرهان ونتنياهو		1	استقالة أول مسئول سوداني احتجاجا على لقاء البرهان ونتنياهو.. بقلم : أحمد قارديا خميس - SudaneseOnlineفي دعم حملة علاج دكتور الباقر العفيف : - قليل من كثر خير من كثير من قلة نداء أنساني بخصوص الدكتور الباقر العفيفمنتديات سودانيزاونلاين مكتبة الفساد ابحث اخبار و بيانات مواضيع توثيقية منبر الشعبية اراء حرة و مقالاتالرسائل والمقالات و الآراء المنشورة في المنتدى بأسماء أصحابها أو بأسماء مستعارة لا تمثل بالضرورة الرأي الرسمي لصاحب الموقع أو سودانيز اون لاين بل تمثل وجهة نظر كاتبها
CT20-AR-12	1225134603448606720	بين مؤيد ومعارض   رئيس الوزراء السوداني ينهي الجدل حول لقاء  البرهان ونتنياهو [رابط]		1	بين مؤيد ومعارض رئيس الوزراء السوداني ينهي الجدل حول لقاء البرهان ونتنياهو [رابط] [رابط][...جمعية ثقافية فنية تأسست في الرابع من آذار ( مارس ) عام 1991 على يد نخبة من الفنانين التشكيلين العرب ، وتهدف إلى تعليم الفنون والإبداعات والمواهب الفنية العربية الفرديةخاص بكل ما يتعلق بديننا الاسلامي من خطب و محاضرات و اناشيد و صور اسلامية + في رحاب ديننا الإسلامي الحنيف وعلى نهج أهل السنه + للمواضيع و القضايا المتعلقة بديننا الحنيف + مواضيع دينيه + فتاوي شرعيه + احكام فقهيه + كتب دينيه + اسلاميه + قصص الصحابه و الانبياء + اسلاميات + الاسلام + منتديات اسلامية + مواضيع اسلاميه + مواضيع جادة من كتابات الاعضاء + الطرح الجاد + حرية الرأي + حوارات + نقاشات وحوارات + اقتراحات وشكاوي الزوار + متنفس الاعضاء + العاب الاعضاء + الآرشيفأخبار رياضية اختر شهر نوفمبر 2018 أكتوبر 2018 سبتمبر 2018 أغسطس 2018 يوليو 2018 يونيو 2018 مايو 2018 أبريل 2018 مارس 2018 فبراير 2018 يناير 2018 ديسمبر 2017 نوفمبر 2017 أكتوبر 2017 سبتمبر 2017 أغسطس 2017 يوليو 2017 يونيو 2017 مايو 2017 أبريل 2017 مارس 2017
CT20-AR-12	1225029988677713922	اجتماع لجنرالات القوات المسلحة السودانية يؤمن على لقاء البرهان ونتنياهو بما يحقق المصلحة العليا للأمن الوطني والسودان    الثورة  مستمرة [رابط]		1	اجتماع لجنرالات القوات المسلحة السودانية يؤمن على لقاء البرهان ونتنياهو بما يحقق المصلحة العليا للأمن الوطني والسودان الثورة مستمرة [رابط]
CT20-AR-12	1224890386851622913	صحيفة  ذي تايمز أوف إسرائيل    الإمارات رتبت اجتماع البرهان ونتنياهو ، وعلمت به  دائرة صغيرة  فقط من كبار المسؤولين في السودان ، وكذلك السعودية ومصر  [رابط]		1	صحيفة ذي تايمز أوف إسرائيل الإمارات رتبت اجتماع البرهان ونتنياهو ، وعلمت به دائرة صغيرة فقط من كبار المسؤولين في السودان ، وكذلك السعودية ومصر [رابط]
CT20-AR-12	1225124821698260994	“  يصب في مصلحة السودان    كبار ضباط الجيش يؤيدون لقاء البرهان ونتنياهو ” [رابط]		1	“ يصب في مصلحة السودان كبار ضباط الجيش يؤيدون لقاء البرهان ونتنياهو ” [رابط]
CT20-AR-12	1225192074489868289	بيان لمجلس الوزراء السوداني  لقاء البرهان ونتنياهو كان استكشافيا [رابط]		1	بيان لمجلس الوزراء السوداني لقاء البرهان ونتنياهو كان استكشافيا [رابط]
CT20-AR-12	1224950425612320768	السوداني الدولية ردود أفعال متباينة والأحزاب الكبيرة ترفض لقاء البرهان ونتنياهو 		1	"السوداني الدولية ردود أفعال متباينة والأحزاب الكبيرة ترفض لقاء البرهان ونتنياهو يرفض... [ الكاتب : أبوبر - آخر الردود : ابوبر - عدد الردود : 40 - عدد المشاهدات : 41 ] » ضرورة اتخاذ موقف حازم من التوصيات الفلسسطينية اذا فسد كل هذه الأحزاب السياسية ( 69 ) عبد الله : ما كان لعمرو موسى في الشريعة السيره النبويه الشق الثاني في الدليل على أن عيسى عليه السلام قال ل محمد صلى الله عليه و آله وسلم : quot ; قل لا أسألكم عليه أجرا إلا المودة في القربى ( 43 )لوحة تحكم العضو الرسائل الخاصة الإشتراكات المتواجدون الآن البحث فى المنتديات المنتديات الرئيسية المنبر الحر منتدى عاشوراء المنبر الحر البرامج والموسوعات الشيعية منتدى البيانات والإعلانات المشاركات المتجددة قضايا الساعة الحوار الإسلامي عقائد ، سيرة وتاريخ منتدى الإمام المهدي عليه السلام محطات مع المستبصرين منتدى الفقه الحوار الشيعي في رحاب المرجعية لقاء خاص مع سماحة المرجع بشير النجفي لقاء خاص معه وتحت عنوان : "" أربعون عاما مرت على رحيل الزهراء ( ع ) السيرة الذاتية و الحوار الاسلامي قصص الأنبياء والرسل والصحابه الصوتيات والمرئيات الإسلامية قناة الشروق الجزائري"
CT20-AR-12	1225113211680231431	وتابع   أعلن بصفتي مديرا لإدارة السياسة الخارجية بمجلس السيادة الانتقالي ، براءتي لله ولرسوله وللمؤمنين من ذلك الفعل  لقاء البرهان ونتنياهو  ، كما أعلن أنني لم أعد مديرا لتلك الإدارة  		1	وتابع أعلن بصفتي مديرا لإدارة السياسة الخارجية بمجلس السيادة الانتقالي ، براءتي لله ولرسوله وللمؤمنين من ذلك الفعل لقاء البرهان ونتنياهو ، كما أعلن أنني لم أعد مديرا لتلك الإدارة.وكان نتنياهو قد قال في وقت سابق إن إسرائيل ستتصدى لأي محاولة اعتداء على المسجد الأقصى أو أي مكان آخر في الضفة الغربية.
CT20-AR-12	1225102822791925761	الفلسطينيون يحرقون علم السودان و فرحانين من ذالك و كمان شاتمين السودان بالعبيد   تبا لهم و من حقنا التطبيع لاسرائيل لو عندنا المصلحه في ذالك و المحروق يروق     [رابط]		1	الفلسطينيون يحرقون علم السودان و فرحانين من ذالك و كمان شاتمين السودان بالعبيد تبا لهم و من حقنا التطبيع لاسرائيل لو عندنا المصلحه في ذالك و المحروق يروق [رابط]
