topic_id	tweet_id	tweet_text	claim	claim_worthiness	Gen_text
CT20-AR-02	1222171831735595008	بيان لوزير الخارجية الأميركي مايك بومبيو  على الحوثيين وقف هجماتهم على المناطق السعودية		1	"بيان لوزير الخارجية الأميركي مايك بومبيو على الحوثيين وقف هجماتهم على المناطق السعودية والإمارات.. لماذا حذر الصدر من « فوضى عارمة »شن مندوب سوريا في الأمم المتحدة ، بشار الجعفري ، هجوما شرسا على السعودية ، خلال كلمة له أمام الجمعية العامة للأمم المتحدة.نفى الأمير خالد بن سلمان سفير السعودية بواشنطن اليوم السبت اتصاله هاتفيا بالصحفي جمال خاشقجي أو اقتراحه عليه الذهاب إلى تركيا "" لأي سبب "" ، وذلك بعد أن قالت صحيفة واشنطن ، نقلا عن أشخاص مطلعين على معلومات المخابرات الأمريكية ، إنه فعل ذلك.ذكرت صحيفة واشنطن بوست يوم الجمعة أن وكالة المخابرات المركزية الأميركية خلصت إلى أن ولي العهد السعودي الأمير محمد بن سلمان ، أمر باغتيال الصحفي جمال خاشقجي في اسطنبول ، وهي نتيجة تتناقض مع تأكيدات الحكومة السعودية بعدم تورط الأمير محمد في ذلك.قتل 22 عنصرا على الأقل من قوات النظام السوري والمسلحين الموالين لها فجر الجمعة ، في هجوم شنته مجموعات معارضة في محافظة حماة وسط البلاد ، وفق ما أفاد المرصد السوري لحقوق الإنسان.حصلت الأكاديمية الأمريكية ذات الأصول العربية الدكتورة مها ناصر على "" جائزة الكتاب الفلسطيني "" للعام"
CT20-AR-02	1221799913593413632	 زكريا قاسم ، شخصية تربوية وله مكانة بين أبناء عدن وجهوده مشهودة في العمل الإغاثي والإنساني أثناء معارك تحرير عدن من مليشيا الحوثيين ، لكنه عوقب بالاختطاف من قبل إدارة الأمن والإخفاء القسري  ذكرى  اختطاف  زكريا  الحريه  للمخفيين  قسريا		1	زكريا قاسم ، شخصية تربوية وله مكانة بين أبناء عدن وجهوده مشهودة في العمل الإغاثي والإنساني أثناء معارك تحرير عدن من مليشيا الحوثيين ، لكنه عوقب بالاختطاف من قبل إدارة الأمن والإخفاء القسري ذكرى اختطاف زكريا الحريه للمخفيين قسريا.
CT20-AR-02	1221470351382630401	مصادر عسكرية يمنية تؤكد للجزيرة سيطرة الحوثيين على مفرق الجوف الاستراتيجي في محافظة نهم شرق صنعاء وبذلك يصبحون أقرب من أي وقت مضى إلى مدينة  مأرب  تقرير  نادين الديماسي  الأخبار [رابط]		1	مصادر عسكرية يمنية تؤكد للجزيرة سيطرة الحوثيين على مفرق الجوف الاستراتيجي في محافظة نهم شرق صنعاء وبذلك يصبحون أقرب من أي وقت مضى إلى مدينة مأرب تقرير نادين الديماسي الأخبار [رابط]
CT20-AR-02	1221444805760339968	صادق دويد  سقطت كل رهانات الواهمين وأثبتت الحقائق والوقائع أن خطر الحوثي يهددحاضر ومستقبل اليمن ودول المنطقة  وفي هذه المعركة المفصلية فإن من يعتبر أن الحوثي خطر مؤجل ويختلق معارك أخرى فهو يغرد خارج السرب ، وعليه أن يعيد حساباته ، لأن الحوثيين ومن خلفهم إيران هو الخطر الذي يهددالجميع [رابط]		1	صادق دويد سقطت كل رهانات الواهمين وأثبتت الحقائق والوقائع أن خطر الحوثي يهددحاضر ومستقبل اليمن ودول المنطقة وفي هذه المعركة المفصلية فإن من يعتبر أن الحوثي خطر مؤجل ويختلق معارك أخرى فهو يغرد خارج السرب ، وعليه أن يعيد حساباته ، لأن الحوثيين ومن خلفهم إيران هو الخطر الذي يهددالجميع [رابط]
CT20-AR-02	1221406918398414849	القوات المسلحة الجنوبية تحقق انتصارات كبيرة في شمال الضالع ضد الحوثيين ، وتصل تخوم محافظة إب ، وقوات الشرعية تتقهقر في مأرب أمام ذات العدو الحوثي   هناك فرق بين من يقاتل لأجل الوطن ومن يقاتل لأجل المال 		1	القوات المسلحة الجنوبية تحقق انتصارات كبيرة في شمال الضالع ضد الحوثيين ، وتصل تخوم محافظة إب ، وقوات الشرعية تتقهقر في مأرب أمام ذات العدو الحوثي هناك فرق بين من يقاتل لأجل الوطن ومن يقاتل لأجل المال.
CT20-AR-02	1221488119352045568	بعد أن بانت خيانة حزب الإصلاح بتسليمهم السلاح للحوثي في نهم وغيرها نرجو من الجميع فضحهم والتغريد بهذا الهاشتاج  الاصلاح  يخون  اليمن الموضوع هام وواضح وبالذات بعد أن أظهر الحوثيون الكميات الكبيرة من غنائم السلاح الثقيل والمتوسط التي غنموها بعد هروب جنود الإصلاح		1	بعد أن بانت خيانة حزب الإصلاح بتسليمهم السلاح للحوثي في نهم وغيرها نرجو من الجميع فضحهم والتغريد بهذا الهاشتاج الاصلاح يخون اليمن الموضوع هام وواضح وبالذات بعد أن أظهر الحوثيون الكميات الكبيرة من غنائم السلاح الثقيل والمتوسط التي غنموها بعد هروب جنود الإصلاح إلى مأرب.واخيرا وليس اخرا نرجوا من جميع وسائل الاعلام عدم نشر هذا الهراء الذي لا يستند على اي حقائق او ادلة دامغة ، بل هو مجرد افتراء وكذب وافتراء وتضليل للرأي العام.
CT20-AR-02	1221529411469684737	اخر التطورات الميدانية في  اليمن   الحوثيون تمكنوا من السيطرة على مناطق جديدة شمال غرب محافظة مأرب ، بعد تأمينهم لمفرق الجوف ومدينة براقش الأثرية والاشتباكات تقترب من معسكر ماس الاستراتيجي الذي تسيطر عليه قوات الجيش الوطني   التحالف  يغدر  بالشرعية		1	اخر التطورات الميدانية في اليمن الحوثيون تمكنوا من السيطرة على مناطق جديدة شمال غرب محافظة مأرب ، بعد تأمينهم لمفرق الجوف ومدينة براقش الأثرية والاشتباكات تقترب من معسكر ماس الاستراتيجي الذي تسيطر عليه قوات الجيش الوطني التحالف يغدر بالشرعية في عدن ( صورة وتفاصيل )وكالة العهد اليمنية تهتم بكافة التطورات و الاحداث على الساحة المحلية و العربية و الاسلامية و الدولية وتسعى إلى تعزيز الثقافة السمحاء و تعزيز قيم الحرية.أنت لم تسجل الدخول بعد أو أنك لا تملك صلاحية لدخول لهذه الصفحة. هذا قد يكون عائدا لأحد هذه الأسباب :ليست لديك صلاحية أو إمتيازات كافية لدخول هذه الصفحة. هل تحاول تعديل مشاركة شخص آخر, دخول ميزات إدارية أو نظام متميز آخر ؟لوحة تحكم العضو الرسائل الخاصة الاشتراكات المتواجدون الآن البحث في المنتدى الصفحة الرئيسية للمنتدى ساحات منطقة الباحة ملتقى أهالي منطقة الباحة أرشيف الفعاليات والمهرجانات السابقة ضيوف الساحات بانوراما ساحات الباحة باحة العزاء والمواساة باحة الافراح والتهاني الباحة بين الامس واليوم تراث المنطقة باحة العرضة والشيلات الجنوبية وشعارها ساحات الباحة العامة مجلس النقاش باحة الترحيب والإهداءات باحة الأخبار والأحداث الساخنة باحة الإعلانات التجارية وعروض السلع باحة الوظائف وإعلانات الجامعات
CT20-AR-02	1221898509496045568	عاجل  التحالف السعودي الاماراتي يعيد فتح مطار صنعاء الواقع تحت سيطرة الحوثيين أمام الرحلات الطبية وتسيير رحلات بدءا من الأسبوع المقبل  القرار جاء بعد أيام من تمكين التحالف للحوثيين السيطرة على منطقة نهم ومفرق الجوف الاستراتيجيين شرق العاصمة بعد أن كانت تحت سيطرة الحكومة الشرعية 		1	عاجل التحالف السعودي الاماراتي يعيد فتح مطار صنعاء الواقع تحت سيطرة الحوثيين أمام الرحلات الطبية وتسيير رحلات بدءا من الأسبوع المقبل القرار جاء بعد أيام من تمكين التحالف للحوثيين السيطرة على منطقة نهم ومفرق الجوف الاستراتيجيين شرق العاصمة بعد أن كانت تحت سيطرة الحكومة الشرعية.
CT20-AR-02	1221384006446567424	مدينه براقش بالجوف سقطت والمتون سقطت وفرضه نهم سقطت ومفرق الجوف سقط بيد الحوثه   كل قوات الشرعيه انسحبت إلى معسكر ماس الآن الحوثي عينه على معسكر ماس اذا سقط سقطت مأرب كامل   هذه الاخبار الحقيقة لمن يريد الحقيقة   الحقيقة مؤلمه عند بعض الناس ولكن لابد من طرحها   [رابط]		1	مدينه براقش بالجوف سقطت والمتون سقطت وفرضه نهم سقطت ومفرق الجوف سقط بيد الحوثه كل قوات الشرعيه انسحبت إلى معسكر ماس الآن الحوثي عينه على معسكر ماس اذا سقط سقطت مأرب كامل هذه الاخبار الحقيقة لمن يريد الحقيقة الحقيقة مؤلمه عند بعض الناس ولكن لابد من طرحها [رابط]
CT20-AR-02	1221591905487724546	 نهم  مقبرة  الحوثي الحوثي الان في ورطه حقيقيه كل حشوده في نهم على حساب بقية الجبهات الان تحركت الجبهات وتم خداعهم بنجاح سيطروا ع فرضة نهم لكنهم في المقابل خسروا جبل هيلان وهو الطريق الحقيقي الى صنعاء وضربه قاسيه للحوثين   نهم  تنتصر  للجمهوريه		1	نهم مقبرة الحوثي الحوثي الان في ورطه حقيقيه كل حشوده في نهم على حساب بقية الجبهات الان تحركت الجبهات وتم خداعهم بنجاح سيطروا ع فرضة نهم لكنهم في المقابل خسروا جبل هيلان وهو الطريق الحقيقي الى صنعاء وضربه قاسيه للحوثين نهم تنتصر للجمهوريه اليمنيه.
