topic_id	tweet_id	tweet_text	claim	claim_worthiness	Gen_text
CT20-AR-30	1229471416925507584	نائب وزير الخارجية خالد الجارالله  وساطة الكويت لحل  الأزمة  الخليجية مستمرة ولم نفقد الامل في الحل   لكن لا نزال نشعر بالإحباط من استمرار الخلاف بين الأشقاء في دول المجلس [رابط]		1	نائب وزير الخارجية خالد الجارالله وساطة الكويت لحل الأزمة الخليجية مستمرة ولم نفقد الامل في الحل لكن لا نزال نشعر بالإحباط من استمرار الخلاف بين الأشقاء في دول المجلس [رابط]
CT20-AR-30	1229497936607883266	الجارالله  الوساطة الكويتية لحل «  الأزمة  الخليجية » مستمرة   ولن نفقد الأمل أكد أن علاقاتنا متطورة ومتميزة مع  كندا ونتطلع لتعزيزها [رابط] [رابط]		1	الجارالله الوساطة الكويتية لحل « الأزمة الخليجية » مستمرة ولن نفقد الأمل أكد أن علاقاتنا متطورة ومتميزة مع كندا ونتطلع لتعزيزها [رابط] [رابط] 2 ساعتين مضتالأرشيف اختر شهر نوفمبر 2018 ( 352 ) أكتوبر 2018 ( 577 ) سبتمبر 2018 ( 601 ) أغسطس 2018 ( 587 ) يوليو 2018 ( 597 ) يونيو 2018 ( 478 ) مايو 2018 ( 524 ) أبريل 2018 ( 345 ) مارس 2018 ( 117 ) فبراير 2018 ( 91 ) يناير 2018 ( 97 ) ديسمبر 2017 ( 94 ) نوفمبر 2017 ( 110 ) أكتوبر 2017 ( 61 ) سبتمبر 2017 ( 40 ) أغسطس 2017 ( 65 ) يوليو 2017 ( 44 ) يونيو 2017 ( 43 ) مايو 2017 ( 14 ) أبريل 2017 ( 1 )
CT20-AR-30	1229361997818613761	تكشف السر حول كذب هؤلاء المرتزقة على السعودية   خطابا لقناة الجزيرة بتاريخ [رقم]  [رقم]  [رقم] م ، موجها من مدير عام القناة إلى المدير المالي ، يتضمن اعتماد صرف مكافآت مالية لقائمة من مذيعي القناة  تنفيذا للتوجيهات الأميرية    [رابط]  سفيه  الدوحه  وجزيه  المرتزقه		1	تكشف السر حول كذب هؤلاء المرتزقة على السعودية خطابا لقناة الجزيرة بتاريخ [رقم] [رقم] [رقم] م ، موجها من مدير عام القناة إلى المدير المالي ، يتضمن اعتماد صرف مكافآت مالية لقائمة من مذيعي القناة تنفيذا للتوجيهات الأميرية [رابط] سفيه الدوحه وجزيه المرتزقه.هذا الموقع يستخدم Akismet للحد من التعليقات المزعجة والغير مرغوبة. تعرف على كيفية معالجة بيانات تعليقك.اليوسفية : محضر قضائي في شكاية ذات طابع إعلامي يثير نقاشا حادا حول الجريمة الإلكترونية وخصوصية الأفرادالخطاط ينجا : حزب الاستقلال بجهة الداخلة وادي الدهب ومن خلال تدبيره للشان المحلي يحمل تصور تنموي لحل الملفات الاجتماعية
CT20-AR-30	1229395526187126784	نفي جماعي من الإعلاميين العاملين في  قناة  الجزيرة لكتاب متداول يظهر مكافآت وزعت لهم ، ويؤكدوا أنه مفبرك وغير صحيح وإجمالي المبلغ المكتوب لا يساوي مجموع الأرقام الخيالية [رابط]		1	نفي جماعي من الإعلاميين العاملين في قناة الجزيرة لكتاب متداول يظهر مكافآت وزعت لهم ، ويؤكدوا أنه مفبرك وغير صحيح وإجمالي المبلغ المكتوب لا يساوي مجموع الأرقام الخيالية [رابط]أصدرت المحكمة الجزائية المتخصصة حكما ابتدائيا يقضي بثبوت إدانة متهم ( سعودي الجنسية ) بانتهاج المنهج التكفيري المخالف للكتاب والسنة وإجماع سلف الأمة.وكانت النيابة العامة قد وجهت للمتهم عدة تهم منها : اعتناق المنهج التكفيري والانضمام إلى جماعة أسست على خلاف أحكام الله والخروج عن طاعة ولي الأمر وتكفير الحكام ورجال الأمن والإخلال بالنظام العام وتعريض سلامة المجتمع وأمنه للخطر وترويع الآمنين والتحريض على الخروج على ولي الأمر وتنفيذ عمل يخل بنظام الحكم والدعوة إلى الخروج على ولاة الأمر وولاة الأمر وتأييدهم ومعارضة نظام الدولة والإضرار بمصالحها والحكم عليه بعقوبة تعزيرية لقاء ما أسند إليه والحكم عليه بالقتل حدا لقتله المجني عليه الأمير نايف بن عبد العزيز رحمه الله وتدميره سيارة الأمير بندر بن سلطان رحمه الله والتستر على أحد أعضاء تنظيم القاعدة الإرهابي واشتراكه في حيازة سلاح رشاش بدون ترخيص وحيازة أسلحة وذخائر بقصد استعمالها على وجه غير مشروع
CT20-AR-30	1229333418124681216	خطابا مسربا يحمل شعار قناة الجزيرة القطرية بتاريخ [رقم]  [رقم]  [رقم] م ، موجها من مدير عام القناة بإعتماد صرف مكافآت مالية لقائمة من مذيعي القناة تنفيذا للتوجيهات الأميرية التي تضمنت الموافقة للطلبات المقدمة للديوان الأميري القطري بقيمة إجمالية [رقم]  [رقم]  [رقم] مليون وسبعمائة ألف دولار [رابط]		1	خطابا مسربا يحمل شعار قناة الجزيرة القطرية بتاريخ [رقم] [رقم] [رقم] م ، موجها من مدير عام القناة بإعتماد صرف مكافآت مالية لقائمة من مذيعي القناة تنفيذا للتوجيهات الأميرية التي تضمنت الموافقة للطلبات المقدمة للديوان الأميري القطري بقيمة إجمالية [رقم] [رقم] [رقم] مليون وسبعمائة ألف دولار [رابط].
CT20-AR-30	1229463561090543617	نائب وزير الخارجية « خالد الجارالله »   الوساطة الكويتية لحل  الأزمة  الخليجية مستمرة  كنا ولازلنا نشعر بالاحباط لوجود وإستمرار هذا الخلاف بين  الأشقاء ما ذكره وزير الخارجية القطري يؤكد ما سبق وذكرناه   أنه لا جديد في الأزمة  [رابط]		1	نائب وزير الخارجية « خالد الجارالله » الوساطة الكويتية لحل الأزمة الخليجية مستمرة كنا ولازلنا نشعر بالاحباط لوجود وإستمرار هذا الخلاف بين الأشقاء ما ذكره وزير الخارجية القطري يؤكد ما سبق وذكرناه أنه لا جديد في الأزمة [رابط]
CT20-AR-30	1229456918172880898	نائب وزير الخارجية الكويتي خالد الجارالله  وساطة  الكويت لحل الأزمة الخليجية مستمرة ولم نفقد الامل في الحل ، لكن لا نزال نشعر بالإحباط من استمرار الخلاف بين الأشقاء دول المجلس  ما ذكره وزير الخارجية القطري يؤكد ما سبق وذكرناه   أنه لا جديد في الأزمة [رابط]		1	نائب وزير الخارجية الكويتي خالد الجارالله وساطة الكويت لحل الأزمة الخليجية مستمرة ولم نفقد الامل في الحل ، لكن لا نزال نشعر بالإحباط من استمرار الخلاف بين الأشقاء دول المجلس ما ذكره وزير الخارجية القطري يؤكد ما سبق وذكرناه أنه لا جديد في الأزمة [رابط]
CT20-AR-30	1229315312635596801	نقدم لكم جميع خدمات التنظيف المنزلية للتواصل على الخاص  سفيه  الدوحه  وجزيه  المرتزقه [رابط]		0	نقدم لكم جميع خدمات التنظيف المنزلية للتواصل على الخاص سفيه الدوحه وجزيه المرتزقه [رابط]شركة كيان لنقل العفش بالرياض والمدينة المنورة وجدة ومكة والطائف والدمام تقديم لكم دليل كامل لشركات نقل العفش بالمملكة العربية السعودية
CT20-AR-30	1229327165394735104	مكافآت مرتزقة قناة  الجزيرة شعار  تنظيم  الحمدين  انبح ضد  السعودية أكثر وخذ بالدولار  [رابط]		0	"مكافآت مرتزقة قناة الجزيرة شعار تنظيم الحمدين انبح ضد السعودية أكثر وخذ بالدولار [رابط] لجنة المدفوعات تناقش مشروع قانون ب % 4. 5 زلوتي بولندي : ما تركي آل الشيخ مجانا : هل أنت صاحب فكرة ولماذا لم تصور منزل أحمد زكي للتدريس في تركيا ؟ المغربي "" خاشقجي "" قدم 20 مليون دولار مقابل معلومات عن مطلوب إيراني شاهد..محمد صلاح نجم ليفربول.. أيقونة الملاعب الأوروبية يتنافس على جائزة أفضل لاعب في الجولة الثالثة بدورى أبطال أوروباتردد قناة دبي وان Dubai One الصحيح نوفمبر 2018.. تردد قناة دبي الرياضية Dubai sport.. ترددات باقة قنوات دبينظام التموين الجديد في نوفمبر 2018 : رابط موقع إدارة دعم مصر.. تجديد تحديث بيانات بطاقة التموين على النت.. إضافة المواليد الجدد.. موقع دعم مصرقانون المرور الجديد 2018 البنود الخمسة للقانون.. موعد تطبيق القانون.. كافة التفاصيل الدقيقة والكاملةخطوات تقديم تظلم على حذف البطاقة التموينية.. تحديث بيانات إعادة المحذوفين tamwin مشروع قانون يقدمه نائب بالبرلمان بدعم نقدي يصل ل 20 جنيه للأسرةرابط"
CT20-AR-30	1229305239255371776	سبحان الله  من الواضح ان الوثيقة مفبركة ، بدليل وجود خطأ حسابي واضح جدا ، ومع هذا لا زال البعض يتداولها ويدندن حولها   انسوا خلافاتكم ، وتحروا الحق والصدق فقط  المفارقة  من فبرك الورقة يعلم تماما أن فيصل القاسم هو الأول ، لأن برنامجه قوي وسبب ضجة   سفيه  الدوحه  وجزيه  المرتزقه		0	سبحان الله من الواضح ان الوثيقة مفبركة ، بدليل وجود خطأ حسابي واضح جدا ، ومع هذا لا زال البعض يتداولها ويدندن حولها انسوا خلافاتكم ، وتحروا الحق والصدق فقط المفارقة من فبرك الورقة يعلم تماما أن فيصل القاسم هو الأول ، لأن برنامجه قوي وسبب ضجة سفيه الدوحه وجزيه المرتزقه.
