topic_id	tweet_id	tweet_text	claim	claim_worthiness	Gen_text
CT20-AR-27	1232771091619336192	أم الفقيد  يحي  ورنوغي تنعي ولدها وتتهم قوات الأمن في التسبب في وفاته بسسب التضييق  الاختطاف و الاعتقالات المتواصلة  صبر الله عائلة الفقيد على مصابهم الجلل و رحم كل شهداء الحراك   الثورة  السلمية  مستمرة  دولة  مدنية  ماشي  عسكرية  الجزائر [رابط]		1	أم الفقيد يحي ورنوغي تنعي ولدها وتتهم قوات الأمن في التسبب في وفاته بسسب التضييق الاختطاف و الاعتقالات المتواصلة صبر الله عائلة الفقيد على مصابهم الجلل و رحم كل شهداء الحراك الثورة السلمية مستمرة دولة مدنية ماشي عسكرية الجزائر [رابط]
CT20-AR-27	1232386769527754752	الجزائر تعلن عن أول حالة إصابة مؤكدة بفيروس  كورونا لمواطن إيطالي 		1	الجزائر تعلن عن أول حالة إصابة مؤكدة بفيروس كورونا لمواطن إيطاليجميع الحقوق محفوظة لوكالة الأحداث الدولية للأنباء لامانع من الاقتباس وإعادة النشر شريطة ذكر المصدر ، كما أن جميع المقالات والمواضيع والتعليقات المنشورة بأسماء أصحابها أو بأسماء مستعارة لا تمثل الرأي الرسمي ل ( وكالة الحدث ) ، بل تمثل وجهة نظر كاتبها
CT20-AR-27	1233329189803171840	توجه الجزائر نحو اعتماد اللغة الانجلزية للتدريس والتعليم ، صفعة في وجه فرنسا وجرائمها ، [رقم] مسجدا حولتها فرنسا الى كنائس ، ومئات أخرى تعرضت للهدم والتخريب وحولت الى إسطبلات للخيل ، فرنسا ناصرت العصابة وصنعت الMAK وتبث سمومها في كل حين ، لا للفرنكفونية وعملائها ، نعم للإنجليزيةرغم أنف شيتور [رابط]		1	توجه الجزائر نحو اعتماد اللغة الانجلزية للتدريس والتعليم ، صفعة في وجه فرنسا وجرائمها ، [رقم] مسجدا حولتها فرنسا الى كنائس ، ومئات أخرى تعرضت للهدم والتخريب وحولت الى إسطبلات للخيل ، فرنسا ناصرت العصابة وصنعت الMAK وتبث سمومها في كل حين ، لا للفرنكفونية وعملائها ، نعم للإنجليزيةرغم أنف شيتور [رابط] الذي لم يكف عن التباكي على ما آلت إليه الأوضاع في سوريا ، إلا أن ذلك لم يمنعه من المطالبة ب : 1 - فتح تحقيق دولي حول الجرائم المرتكبة بحق الشعب السوري. 2 - تشكيل لجنة دولية مستقلة للتحقيق في جرائم الحرب التي ارتكبها النظام السوري منذ بداية الثورة وحتى الآن. 3 - إطلاق سراح جميع المعتقلين السياسيين ومعتقلي الرأي والضمير ممن لم يمارسوا حقهم في حرية الرأي والتعبير. 4 - محاسبة المسؤولين عن قتل وجرح الآلاف من السوريين. 5 - رفع الحصار عن المدن السورية المحاصرة وإدخال المساعدات إليها. 6 - وقف كافة أشكال التطبيع مع الكيان الصهيوني وسحب سفرائهم من الدول العربية والإسلامية. 7 - إعادة النظر في
CT20-AR-27	1232385949134249985	 الجزائر تعلن اول اصابة بفيروس كورونا 		1	"الجزائر تعلن اول اصابة بفيروس كورونا البرلمان : جلسة الاثنين المقبل إجازة رسمية بمناسبة المولد النبوي الشريفوزيرة الصحة تستقبل وفدا من جامعة "" زويل "" لبحث تعزيز سبل التعاون فى مجالى فيروس "" سى "" والدراسات التكميلية للأطباء والفنيين الصحيينوزيرا الصحة وقطاع الأعمال يبحثا إنهاء المشكلات التى تواجه الشركات القابضة للأدوية لضمان القضاء على "" العفن الأبيض "" بالمحافظاتلجنة متابعة سير العمل بمشروع ترميم ومعالجة العيوب الظاهرة بمجمع حمامات السباحة بالقرية الأولمبية جامعة المنصورةنائب وزير المالية للسياسات الضريبية : التشاور مستمر مع جميع العاملين وخطة الاستعداد لمواجهة التحدياتتعقد بالقاهرة مؤتمر الأطراف الرابع عشر لاتفاقية الأمم المتحدة للتنوع البيولوجي برئاسة مصر ، والمنعقد بمدينة شرم الشيخيحدث الان - بحضور نجله.. إقامة أول صلاة للغائب على ” الصحفي الراحل جمال خاشقجي ” بالمسجد النبوي وعقب صلاة الجمعة"
CT20-AR-27	1232563539488989184	بعد تأكيد اول حالة كورونا في الجزائر وهو ايطالي الجنسيه   لازم الحيطه والحذر في كل مكان وبأفعال بسيطه كغسل اليدين باستمرار لتجنب الاصابه بهذا المرض و الحقيقه التي يجب ان نقف عليها اننا كدوله ليست لدينا الامكانيات لمواجهة مثل هذا الوباء القاتل نسأل الله السلامه  كورونا  في  الجزائر		1	بعد تأكيد اول حالة كورونا في الجزائر وهو ايطالي الجنسيه لازم الحيطه والحذر في كل مكان وبأفعال بسيطه كغسل اليدين باستمرار لتجنب الاصابه بهذا المرض و الحقيقه التي يجب ان نقف عليها اننا كدوله ليست لدينا الامكانيات لمواجهة مثل هذا الوباء القاتل نسأل الله السلامه كورونا في الجزائر هي نوع من انواع الفيروس الذي ينتقل عن طريق الرذاذ المتطاير من شخص الى اخر.
CT20-AR-27	1232693002096795649	عاجل   الجزائر  المصاب الإيطالي بفيروس كورونا موظف لدى شركة إيني الإيطالية في حقل  MLE  للغاز الواقع قرب منطقة حاسي مسعود   ليبيا  المرصد  متحدث باسم الشركة  صحيفة الشروق 		1	عاجل الجزائر المصاب الإيطالي بفيروس كورونا موظف لدى شركة إيني الإيطالية في حقل MLE للغاز الواقع قرب منطقة حاسي مسعود ليبيا المرصد متحدث باسم الشركة صحيفة الشروق تنشر مقالا لصحافيين مغاربة حول مسار التحقيقات السعودي بشأن خاشقجي...
CT20-AR-27	1232388782541938693	تسجيل حالة إصابة مؤكدة بفيروس كورونا الجديد في الجزائر   [رابط] [رابط]		1	تسجيل حالة إصابة مؤكدة بفيروس كورونا الجديد في الجزائر [رابط] [رابط]
CT20-AR-27	1232663434971533313	الإشتباه بحالة  كورونا بولاية باتنة الأمر يتعلق بإيطالي يبلغ [رقم] سنة يعمل بمصنع للسيراميك تقدم للمصلحة الإستشفائية [رابط]		1	الإشتباه بحالة كورونا بولاية باتنة الأمر يتعلق بإيطالي يبلغ [رقم] سنة يعمل بمصنع للسيراميك تقدم للمصلحة الإستشفائية [رابط]أعلنت وزارة الصحة والسكان وإصلاح المستشفيات ، اليوم الخميس ، عن تسجيل حالتي وفاة جديدتين بفيروس كورونا المسبب لمتلازمة الشرق الأوسط التنفسية.وأوضحت الوزارة في بلاغ لها ، أن الحالة الأولى لمواطنة تبلغ من العمر 37 سنة ، وهي حامل في شهرها التاسع ، والثانية لطفل يبلغ من العمر 6 سنوات ، كانت قد شخصت إصابتها بهذا الفيروس لدى مخالطتها لمجموعة من الأشخاص الذين كانوا على اتصال معهم ، مشيرة إلى أنه تم نقل المصابة إلى مصلحة المستعجلات بالمستشفى الجهوي محمد بوضياف بسعيد حمدين لتلقي العلاجات الضرورية.وبحسب ذات المصدر ، فإن الحالتين الجديدتين لشخصين يحملان الجنسية الإريترية ، كانا قد لقيا حتفهما إثر إصابتهما بمرض الالتهاب الرئوي اللانمطي الحاد ( سارس ) الذي تسبب في ظهور أعراض مشابهة لأعراض الإصابة بهذين الشخصين.
CT20-AR-27	1232603771085217792	القاضي يستمع لكمال البوشي في قضية الرشاوي  البوشي  نحن مظلومون   ظلمنا من طرف النظام السابق البوشي  خالد تبون لا علاقة له ، وتم توريطه من أجل الإيقاع بوالده البوشي  خالد تبون لم يساعدني ولم يتدخل يوما أو يتوسط لصالحي مثلما يتم الترويج له [رابط]		1	القاضي يستمع لكمال البوشي في قضية الرشاوي البوشي نحن مظلومون ظلمنا من طرف النظام السابق البوشي خالد تبون لا علاقة له ، وتم توريطه من أجل الإيقاع بوالده البوشي خالد تبون لم يساعدني ولم يتدخل يوما أو يتوسط لصالحي مثلما يتم الترويج له [رابط]
CT20-AR-27	1232391054516785152	 الجزائر   وزير الصحة يعلن تسجيل أول إصابة بفيروس  كورونا لمواطن إيطالي [رابط]  العربية		1	"الجزائر وزير الصحة يعلن تسجيل أول إصابة بفيروس كورونا لمواطن إيطالي [رابط] العربية نت : أعلنت وزارة الصحة الكويتية … t. co YaPiWSMqRuqالمنار : مقتل شاب في حادث سير امام سواحل صفاقس المنار : نجا رئيس وحدة الدفع العابرة لقناة... المنار : أطلقها قرصان داخل الصندوقالصباح : يشهد الفضاء العمومي ، ارتفاعا ملحوظا في عدد الحوادث الناجمة عن عمليات القرصنة التي بلغ عددها 21 ألف و مشرد خلال سنة 2017. مصراوي : قراءه التفاصيلاليوم السابع : س وج.. كل ما تريد معرفته عن مؤتمر التنوع البيولوجى المنعقد فى شرم الشيخ اليوم السابع : قال الدكتوربريندا خليلرصدت السلطات الإيطالية سفينة "" كوستا كونكورديا "" التابعة لخفر السواحل الليبي محملة بكميات كبيرة من المهاجرين غير الشرعيين الذين يحاولون الوصول إلى أوروبا عبر البحر الأبيض المتوسط.وقال خفر السواحل الإيطالي إن السفينة كانت تحمل على متنها أكثر من 200 مهاجر غير شرعي قبالة ساحل مدينة زوارة الليبية ، مشيرا إلى أنه تم إنقاذ نحو 100 منهم ونقلهم إلى ميناء زوارة"
