topic_id	tweet_id	tweet_text	claim	claim_worthiness	en	ar
CT20-AR-23	1231014734381682688	[مستخدم] [مستخدم] البدون [رقم] الف لحالهم شعب بس اكثرهم ماتهم قضيتهم اخر تجمع لهم [رقم] واحد بالساحه		1	[User] [User] Bedoon [number] A for their people, but most of them are charged with their last assembly [number] one yard	[المستخدم] [المستخدم] البدون [عدد] ألف لشعبهم ، ولكن معظمهم مكلفون بمجموعتهم الأخيرة [عدد] ياردة واحدة
CT20-AR-23	1230931186995912706	أكد رئيس مجلس الأمة على أن قضية  البدون معقدة ولا نستطيع أن نأخذ حالة واحدة لنعممها على الجميع  ما يلي تعليق من عضوي المنصة د ابتهال عبدالعزيز الخطيب و د فهد راشد المطيري حول هذه النقطة   نسأل  مرزوق  الغانم [رابط]		1	The Speaker of the National Assembly stressed that the issue of Bidun is complex and we cannot take one case to generalize it to all the following comment from the members of the platform Dr. Ibtihal Abdulaziz Al-Khatib and Dr. Fahad Rashid Al-Mutairi on this point ask Marzouk Al-Ghanim [link]	أكد رئيس مجلس الأمة أن قضية البدون قضية معقدة ولا يمكننا أن نأخذ قضية واحدة لتعميمها على كل التعليقات التالية من أعضاء منصة الدكتور ابتهال عبد العزيز الخطيب والدكتور فهد راشد المطيري حول هذه النقطة اسأل مرزوق الغانم [link]
CT20-AR-23	1230420279840706561	في الحقيقة لم يعد تهديد ، بل تم تنفيذه بدءا بالعسكريين ، والعاملين بالجمعيات التعاونية ، والمعلمين والممرضين والأطباء وغيرهم  حرب تشنها الدولة كلها على أرزاق وكرامات  البدون  التهديد  بفصل  البدون		1	In fact, it is no longer a threat, but has been implemented, starting with the military, cooperative workers, teachers, nurses, doctors and others, a war waged by the whole state on the livelihoods and dignity of the Bidun, the threat of the separation of the Bidun.	في الواقع، لم يعد تهديداً، بل تم تنفيذه، بدءاً من الجيش والعمال التعاونيين والمعلمين والممرضين والأطباء وغيرهم، والحرب التي تشنها الدولة بأكملها على سبل عيش البدون وكرامتهم، والتهديد بفصل البدون.
CT20-AR-23	1230252606632681472	ما تلاحظون اي واحد يغرد ضد مرزوق يختطف وواي واحد يوقف مع البدون يختطف ديره ارهاب  اين  المحامي  هاني  حسين		1	You don't see anyone tweeting about Marzouk being kidnapped, and anyone stopping with the Bidun is kidnapping Deira, a terrorist.	لا ترى أي شخص يغرد عن اختطاف مرزوق، وأي شخص يتوقف مع البدون يختطف ديرة، وهو إرهابي.
CT20-AR-23	1231123885199970304	مساومه إطلاق سراح في ديره تسمى بدوله مؤسسات هذا الفكر هو فكر حزب البعث حينما يساومونك ع شي لاترغب به مقابل حريتك المحامي هاني حسين يساوم حاليا إطلاق سراحه او عدم الحديث بقضيه البدون وتسكير حسابه حريتك يا استاذ هاني افضل لدينا من تحبس ظلما ع قضيه شائكه [مستخدم]  بس  مصخت  البدون		1	Bargaining a release in a monastery called the state institutions of this thought is the thought of the Ba'ath Party when they bargain with you something you do not want for your freedom Lawyer Hani Hussein is currently haggling for his release or not to talk about the case of the Bidun and drunkenness of his account of your freedom, Mr. Hani, the best we have is to unjustly lock up a thorny issue [user]	التفاوض على إطلاق سراح في دير يسمى مؤسسات الدولة لهذا الفكر هو فكر حزب البعث عندما يساومون معك بشيء لا تريده لحريتك المحامي هاني حسين يساوم حاليا على إطلاق سراحه أو عدم الحديث عن قضية البدون والسكر من حسابه حريتك ، السيد هاني ، أفضل ما لدينا هو حبس ظلما قضية شائكة [المستخدم]
CT20-AR-23	1230148890994860033	المعتقل رضا الفضلي نقلوه من مستشفى الفروانية للسجن بعد تعرضه للجلطة ولكن لازال لايستطيع الحركة ويتحرك فقط على ويل ير شنو ثقله عليكم ليش ماعالجتوه ليش يتشافى تتوقعون يقدر ينحاش   الحريه  للمعتقلين  البدون [مستخدم]		1	Prisoner Reza al-Fadhli transferred him from Farwaniya hospital to prison after suffering a stroke, but he still can't move and moves only on Wheeler.	نقله السجين رضا الفضلي من مستشفى الفروانية إلى السجن بعد إصابته بسكتة دماغية، لكنه لا يزال لا يستطيع التحرك ويتحرك فقط على ويلر.
CT20-AR-23	1230250610718597120	 المحامي  هاني  حسين الاستاذ هاني حسين شخص مؤثر وكلماته تؤلم الظالمين والعنصرين حمل على عاتقه نصرة المحرومين من الجنسيه  البدون وبين فتره واخرى يتم استدعائه ولكن هذه المره لا نعلم الى اي جهه ذهب فعلى الحكومه تطمئن  اسرته 		1	Lawyer Hani Husain Mr. Hani Husain is an influential person and his words hurt the oppressors and the two elements carried on him support deprived of nationality Bidun and between the time he is summoned, but this time we do not know which side he went to, the government reassures his family	المحامي هاني حسين السيد هاني حسين هو شخص مؤثر وكلماته تؤذي الظالمين والعنصران اللذان حملا عليه دعم المحرومين من الجنسية البدون وبين وقت استدعائه ، لكن هذه المرة لا نعرف إلى أي جانب ذهب ، الحكومة تطمئن عائلته
CT20-AR-23	1230052952347299840	 بروفة  البدون  التي استمرأها العنصريون طوال نصف قرن كانت مقدمة لما هو قادم وقد بدأت ملامحها تتبلور من خلال اقتراحات ومشاريع قوانين تستهدف مجاميع سكانية والتشكيك في مواطنتهم ككويتيين مثلما حرمت البدون خاصة وقد أصبحت رئاسة مجلس الأمة تخدم اغراضهم في تمزيق وتفتيت المجتمع في  الكويت		1	The Bidun rehearsal, which lasted for half a century, was a prelude to what is to come, and its features began to crystallize through proposals and draft laws targeting population groups and questioning their citizenship as Kuwaitis, just as the Bidun were deprived, especially as the presidency of the National Assembly has become serving their purposes in tearing and fragmenting society in Kuwait.	كانت بروفة البدون، التي استمرت نصف قرن، مقدمة لما هو قادم، وبدأت ملامحها تتبلور من خلال مقترحات ومشاريع قوانين تستهدف فئات السكان وتشكك في جنسيتهم ككويتيين، تماماً كما تم حرمان البدون، خاصة وأن رئاسة الجمعية الوطنية أصبحت تخدم أغراضها في تمزيق وتفتيت المجتمع في الكويت.
CT20-AR-23	1230083913592266757	سلط الله  عادل  الزواوي عليكم وفي عقر داركم مجلس الامة وضد أحد ممثلي الامة بعد تهاونكم وتخاذلكم لاخوانكم البدون وقذفه لهم ووصفهم بأشنع الاوصاف   الايام دول		1	God has blessed you with a heart full of love and compassion for your brothers and sisters.	بارك الله فيكم وبارك فيكم وبارك في إخوتكم وأخواتكم.
CT20-AR-23	1230504970727952384	بطريقة القبض او  الخطف  للمحامي  هاني  حسين تؤكد  الكويت على انها دولة بعثية ومازالت تنتهج نهج صدام اللعين والدليل  مرزوق  يضرب  الشعب في الداخل ويعذب  البدون و بالخارج يدافع عن فلسطين أليس هذا هو نهج البعث  لا فرق سوى بالأسماء والتورايخ اما الافعال تكاد تكون واحدة		1	In the way of arrest or kidnapping of lawyer Hani Hussein, Kuwait confirms that it is a Baathist state and still follows the approach of Saddam the son of a bitch and the evidence beats the people at home and tortures the Bidun and abroad defends Palestine is not this the approach of Ba'ath is no difference except by names and histories, but the actions are almost the same	في طريقة اعتقال أو خطف المحامي هاني حسين، تؤكد الكويت أنها دولة بعثية ولا تزال تتبع نهج صدام ابن العاهرة والأدلة تضرب الناس في الداخل وتعذب البدون والخارج تدافع عن فلسطين أليس هذا نهج البعث لا فرق فيه إلا بالأسماء والتواريخ، لكن الأفعال تكاد تكون واحدة
