topic_id	tweet_id	tweet_text	claim	claim_worthiness	en	ar
CT20-AR-12	1225028206341824512	تجمع المهنيين السودانيين  لقاء البرهان ونتنياهو تجاوز خطير للوثيقة الدستورية [رابط] [رابط]		1	Sudanese Professionals Gathering for Proof and Netanyahu’s Dangerous Overreach of Constitutional Document [link] [link]	تجمع المهنيين السودانيين للإثبات وتجاوز نتنياهو الخطير للوثيقة الدستورية [link] [link]
CT20-AR-12	1225195435951820800	استقالة أول مسئول سوداني احتجاجا على لقاء البرهان ونتنياهو		1	Sudan's first official resigns in protest against Netanyahu's meeting	استقالة أول مسؤول سوداني احتجاجا على اجتماع نتنياهو
CT20-AR-12	1225134603448606720	بين مؤيد ومعارض   رئيس الوزراء السوداني ينهي الجدل حول لقاء  البرهان ونتنياهو [رابط]		1	Between the supporter and opponent of the Sudanese Prime Minister ends the controversy over the meeting of proof and Netanyahu [link]	بين مؤيد ومعارض لرئيس الوزراء السوداني ينهي الجدل حول لقاء الاثبات ونتنياهو [link]
CT20-AR-12	1225029988677713922	اجتماع لجنرالات القوات المسلحة السودانية يؤمن على لقاء البرهان ونتنياهو بما يحقق المصلحة العليا للأمن الوطني والسودان    الثورة  مستمرة [رابط]		1	A meeting of the generals of the Sudanese Armed Forces believes in meeting the proof and Netanyahu in order to achieve the supreme interest of national security and Sudan revolution continues [link]	اجتماع لجنرالات القوات المسلحة السودانية يؤمن بالوفاء بالبرهان ونتنياهو من أجل تحقيق المصلحة العليا للأمن القومي وثورة السودان مستمرة [link]
CT20-AR-12	1224890386851622913	صحيفة  ذي تايمز أوف إسرائيل    الإمارات رتبت اجتماع البرهان ونتنياهو ، وعلمت به  دائرة صغيرة  فقط من كبار المسؤولين في السودان ، وكذلك السعودية ومصر  [رابط]		1	The Times of Israel UAE arranged the proof meeting and Netanyahu, and only a small circle of senior officials in Sudan, as well as Saudi Arabia and Egypt, learned of it.	رتبت تايمز أوف إسرائيل الإمارات اجتماع الإثبات ونتنياهو، ودائرة صغيرة فقط من كبار المسؤولين في السودان، وكذلك المملكة العربية السعودية ومصر، علموا بذلك.
CT20-AR-12	1225124821698260994	“  يصب في مصلحة السودان    كبار ضباط الجيش يؤيدون لقاء البرهان ونتنياهو ” [رابط]		1	“It is in the interest of Sudan that senior army officers support the meeting of the proof and Netanyahu” [link]	"""من مصلحة السودان أن يدعم كبار ضباط الجيش اجتماع الإثبات ونتنياهو"""
CT20-AR-12	1225192074489868289	بيان لمجلس الوزراء السوداني  لقاء البرهان ونتنياهو كان استكشافيا [رابط]		1	Sudanese cabinet statement to meet with Netanyahu was exploratory [link]	بيان مجلس الوزراء السوداني للقاء نتنياهو كان استكشافيا [link]
CT20-AR-12	1224950425612320768	السوداني الدولية ردود أفعال متباينة والأحزاب الكبيرة ترفض لقاء البرهان ونتنياهو 		1	Sudanese international reactions varied and the big parties refuse to meet with proof and Netanyahu	تباينت ردود الفعل الدولية السودانية والأحزاب الكبرى ترفض الالتقاء بالبرهان ونتنياهو
CT20-AR-12	1225113211680231431	وتابع   أعلن بصفتي مديرا لإدارة السياسة الخارجية بمجلس السيادة الانتقالي ، براءتي لله ولرسوله وللمؤمنين من ذلك الفعل  لقاء البرهان ونتنياهو  ، كما أعلن أنني لم أعد مديرا لتلك الإدارة  		1	As Director of the Foreign Policy Department of the Transitional Sovereignty Council, I declare my innocence of God, His Messenger, and the believers of that act of proof and Netanyahu, and I declare that I am no longer Director of that Department.	بصفتي مدير إدارة السياسة الخارجية في مجلس السيادة الانتقالي، أعلن براءتي من الله ورسوله والمؤمنين بهذا الإثبات ونتنياهو، وأعلن أنني لم أعد مديراً لتلك الإدارة.
CT20-AR-12	1225102822791925761	الفلسطينيون يحرقون علم السودان و فرحانين من ذالك و كمان شاتمين السودان بالعبيد   تبا لهم و من حقنا التطبيع لاسرائيل لو عندنا المصلحه في ذالك و المحروق يروق     [رابط]		1	The Palestinians burn the flag of the Sudan and are happy about it, and the slave owners of the Sudan curse them, and we have the right to normalize Israel if we have an interest in this and the burning likes [link]	الفلسطينيون يحرقون علم السودان وسعداء به، وأصحاب العبيد في السودان يلعنونهم، ولدينا الحق في تطبيع إسرائيل إذا كان لدينا مصلحة في هذا وحرق أمثاله.
CT20-AR-12	1225021490883702784	تلقيت دعوة لحضور لقاء تنويري للفريق برهان مع قادة الأجهزة الإعلامية لتنويرهم حول كارثة لقائه مع رئيس وزراء دولة الكيان الصهيوني   قدمت إعتذاري عن حضور اللقاء   لن أستمع لرجل صافح نتنياهو   وصفع أمتنا السودانية في وجهها   الأستاذ  عبد الماجد عبد الحميد  سودانيون  ضد  التطبيع		1	I received an invitation to attend an enlightening meeting of Lieutenant General Burhan with the leaders of the media to enlighten them about the disaster of his meeting with the Prime Minister of the State of the Zionist entity My apologies for attending the meeting I will not listen to a man who shook hands with Netanyahu and slapped our Sudanese nation in the face of Mr. Abdul Majid Abdul Hamid Sudanese against normalization	تلقيت دعوة لحضور اجتماع تنويري للفريق برهان مع قادة وسائل الإعلام لتنويرهم حول كارثة لقائه مع رئيس وزراء دولة الكيان الصهيوني اعتذاري لحضور الاجتماع لن أستمع إلى رجل صافح نتنياهو وصفع أمتنا السودانية في وجه السيد عبد المجيد عبد الحميد السوداني ضد التطبيع
CT20-AR-12	1225124190015148033	وقال أمين سر اللجنة التنفيذية لمنظمة التحرير الفلسطينية صائب عريقات ، إن  اللقاء  بين  البرهان و  نتنياهو  طعنة في ظهر الشعب الفلسطيني وخروج صارخ عن مبادرة السلام العربية ، في وقت تحاول إدارة  ترمب ونتنياهو تصفية القضية الفلسطينية   اندبندنت  عربية  تغنيك [رابط]		1	The Secretary of the Executive Committee of the Palestine Liberation Organization (PLO), Saeb Erekat, said that the meeting between Al-Burhan and Netanyahu is a stab in the back of the Palestinian people and a blatant departure from the Arab peace initiative, at a time when the Trump administration and Netanyahu are trying to liquidate the Palestinian issue.	قال أمين سر اللجنة التنفيذية لمنظمة التحرير الفلسطينية صائب عريقات، إن اللقاء بين البرهان ونتنياهو هو طعنة في ظهر الشعب الفلسطيني وخروج صارخ عن مبادرة السلام العربية، في وقت تحاول فيه إدارة ترامب ونتنياهو تصفية القضية الفلسطينية.
CT20-AR-12	1225194254860984320	بيان مجلس الوزراء السوداني  لقاء البرهان ونتنياهو كان استكشافيا ولم يقدم خلاله أي التزام أو وعود بالتطبيع أو إقامة علاقات دبلوماسية [رابط]		1	Sudan’s cabinet statement on the meeting with Burhan and Netanyahu was exploratory and did not offer any commitment or promises of normalization or diplomatic relations.	وكان بيان الحكومة السودانية بشأن الاجتماع مع برهان ونتنياهو استكشافيا ولم يقدم أي التزام أو وعود بالتطبيع أو العلاقات الدبلوماسية.
CT20-AR-12	1224943519816736768	السوداني الدولية  البرلماني المستقبل ابو القاسم برطم  لقاء  البرهان  نتنياهو أول خطوة صحيحة منذ  [رقم]  عاما		1	Sudanese International Parliamentary Future Abu al-Qasim Burtum meeting proof Netanyahu first correct step in [number] years	برلماني سوداني دولي مستقبل أبو القاسم برتم دليل على اجتماع نتنياهو الخطوة الأولى الصحيحة في [عدد] سنوات
CT20-AR-12	1225032224933851137	قيادات الجيش تدعم لقاء البرهان بنتنياهو ومخرجاته بما يحقق المصلحة العليا للامن الوطني والسودان في اجتماعهم بالقيادة العامة اليوم   لقاء  البرهان  ونتنياهو [رابط]		1	Army leaders support the meeting of the proof of Netanyahu and his outputs in the best interest of national security and Sudan in their meeting with the General Command today to meet with the proof and Netanyahu [link]	قادة الجيش يؤيدون لقاء برهان نتنياهو ومخرجاته لما فيه مصلحة الأمن القومي والسودان في لقائهم مع القيادة العامة اليوم للقاء بالدليل ونتنياهو
