topic_id	tweet_id	tweet_text	claim	claim_worthiness	en	ar
CT20-AR-27	1232771091619336192	أم الفقيد  يحي  ورنوغي تنعي ولدها وتتهم قوات الأمن في التسبب في وفاته بسسب التضييق  الاختطاف و الاعتقالات المتواصلة  صبر الله عائلة الفقيد على مصابهم الجلل و رحم كل شهداء الحراك   الثورة  السلمية  مستمرة  دولة  مدنية  ماشي  عسكرية  الجزائر [رابط]		1	The mother of the deceased Yahya and Ranougi mourn her son and accuse the security forces of causing his death due to harassment kidnapping and continued arrests The patience of God's family of the deceased on their grave injury and the womb of all the martyrs of the movement The peaceful revolution continues a civil state military walk Algeria [link]	والدة المتوفاة يحيى ورنوجي تنعي ابنها وتتهم قوات الأمن بالتسبب في وفاته بسبب المضايقات والخطف والاعتقالات المستمرة صبر عائلة الله المتوفاة على إصابتهم الخطيرة ورحم جميع شهداء الحراك الثورة السلمية تواصل مسيرة الدولة المدنية العسكرية الجزائر [link]
CT20-AR-27	1232386769527754752	الجزائر تعلن عن أول حالة إصابة مؤكدة بفيروس  كورونا لمواطن إيطالي 		1	Algeria reports first confirmed case of coronavirus in Italian citizen	الجزائر تعلن أول حالة إصابة مؤكدة بفيروس كورونا في مواطن إيطالي
CT20-AR-27	1233329189803171840	توجه الجزائر نحو اعتماد اللغة الانجلزية للتدريس والتعليم ، صفعة في وجه فرنسا وجرائمها ، [رقم] مسجدا حولتها فرنسا الى كنائس ، ومئات أخرى تعرضت للهدم والتخريب وحولت الى إسطبلات للخيل ، فرنسا ناصرت العصابة وصنعت الMAK وتبث سمومها في كل حين ، لا للفرنكفونية وعملائها ، نعم للإنجليزيةرغم أنف شيتور [رابط]		1	Algeria is heading towards the adoption of the English language for teaching and education, a slap in the face of France and its crimes, [No.] a mosque that France has turned into churches, and hundreds more have been demolished and vandalized and turned into stables for horses, France has championed the gang and made the MAK and spread its poisons at all times, not to the Francophone and its agents, yes to the English despite the Schitor nose [link]	تتجه الجزائر نحو اعتماد اللغة الإنجليزية للتدريس والتعليم، صفعة في وجه فرنسا وجرائمها، [لا] مسجد حولته فرنسا إلى كنائس، ومئات أخرى تم هدمها وتخريبها وتحويلها إلى اسطبلات للخيول، وقد دافعت فرنسا عن العصابة وجعلت MAK ونشر سمومها في جميع الأوقات، وليس الفرنكوفونية وعملائها، نعم للإنجليز على الرغم من أنف شيتور [link]
CT20-AR-27	1232385949134249985	 الجزائر تعلن اول اصابة بفيروس كورونا 		1	Algeria announces first coronavirus case	الجزائر تعلن أول حالة إصابة بفيروس كورونا
CT20-AR-27	1232563539488989184	بعد تأكيد اول حالة كورونا في الجزائر وهو ايطالي الجنسيه   لازم الحيطه والحذر في كل مكان وبأفعال بسيطه كغسل اليدين باستمرار لتجنب الاصابه بهذا المرض و الحقيقه التي يجب ان نقف عليها اننا كدوله ليست لدينا الامكانيات لمواجهة مثل هذا الوباء القاتل نسأل الله السلامه  كورونا  في  الجزائر		1	After the confirmation of the first Corona case in Algeria, which is Italian nationality, caution and caution are required everywhere and with simple actions such as washing hands constantly to avoid infection with this disease and the fact that we must stand on that we as a country do not have the possibilities to face such a deadly epidemic.	بعد تأكيد أول حالة كورونا في الجزائر ، وهي الجنسية الإيطالية ، يجب توخي الحذر والحذر في كل مكان وبإجراءات بسيطة مثل غسل اليدين باستمرار لتجنب الإصابة بهذا المرض وحقيقة أننا يجب أن نقف على أننا كدولة لا نملك الإمكانيات لمواجهة مثل هذا الوباء القاتل.
CT20-AR-27	1232693002096795649	عاجل   الجزائر  المصاب الإيطالي بفيروس كورونا موظف لدى شركة إيني الإيطالية في حقل  MLE  للغاز الواقع قرب منطقة حاسي مسعود   ليبيا  المرصد  متحدث باسم الشركة  صحيفة الشروق 		1	An employee of the Italian company Eni in the MLE gas field, located near the Hassi Messaoud area Libya Observatory A spokesman for the company	موظف في شركة إيني الإيطالية في حقل الغاز MLE ، الواقع بالقرب من منطقة حاسي مسعود مرصد ليبيا المتحدث باسم الشركة
CT20-AR-27	1232388782541938693	تسجيل حالة إصابة مؤكدة بفيروس كورونا الجديد في الجزائر   [رابط] [رابط]		1	New Coronavirus Confirmed in Algeria [link] [link]	تأكيد فيروس كورونا الجديد في الجزائر [link] [link]
CT20-AR-27	1232663434971533313	الإشتباه بحالة  كورونا بولاية باتنة الأمر يتعلق بإيطالي يبلغ [رقم] سنة يعمل بمصنع للسيراميك تقدم للمصلحة الإستشفائية [رابط]		1	Suspected Corona case in the state of Batna It is about an Italian [number] year working in a ceramic factory submitted to the hospital service [link]	حالة كورونا المشتبه بها في ولاية باتنة تدور حول سنة [رقم] إيطالية تعمل في مصنع سيراميك مقدم إلى خدمة المستشفى [link]
CT20-AR-27	1232603771085217792	القاضي يستمع لكمال البوشي في قضية الرشاوي  البوشي  نحن مظلومون   ظلمنا من طرف النظام السابق البوشي  خالد تبون لا علاقة له ، وتم توريطه من أجل الإيقاع بوالده البوشي  خالد تبون لم يساعدني ولم يتدخل يوما أو يتوسط لصالحي مثلما يتم الترويج له [رابط]		1	The judge listens to Kamal Boshi in the case of Boshi bribes We are oppressed by the former regime Boshi Khaled Tabun has nothing to do with, and has been implicated in order to catch his father Boshi Khalid Tabun did not help me and did not intervene or mediate in favor of me as is promoted [link]	القاضي يستمع إلى كمال بوشي في قضية رشاوى بوشي نحن مضطهدون من قبل النظام السابق بوشي خالد تابون لا علاقة لنا به ، وقد تورط من أجل القبض على والده بوشي خالد تابون لم يساعدني ولم يتدخل أو يتوسط لصالحي كما يتم الترويج له [link]
CT20-AR-27	1232391054516785152	 الجزائر   وزير الصحة يعلن تسجيل أول إصابة بفيروس  كورونا لمواطن إيطالي [رابط]  العربية		1	Algeria Health Minister announces the registration of the first coronavirus infection of an Italian citizen [link] English	وزير الصحة الجزائري يعلن تسجيل أول إصابة بفيروس كورونا لمواطن إيطالي [link] English
CT20-AR-27	1232984771141210112	تحديث  كورونا  يومي    الحالات المصابة [رقم]  [رقم]  الحالات المتوفاة [رقم]  [رقم]  الحالات التي تماثلت للشفاء [رقم]  [رقم]  عدد الدول التي على اللائحة [رقم]  منهم   الامارات [رقم] مصر [رقم] لبنان [رقم] الكويت [رقم] عمان [رقم] بحرين [رقم] العراق [رقم] الجزائر [رقم] ايران [رقم] منها [رقم] وفاة [رابط]		1	Corona update Daily Infected Cases [No.] [No.] Deceased Cases [No.] [No.] Recovered Cases [No.] [No.] Number of Countries on the List [No.] Including UAE [No.] Egypt [No.] Lebanon [No.] Oman [No.] Bahrain [No.] Iraq [No.] Algeria [No.] Iran [No.] Of which [No.] Death [link]	كورونا تحديث الحالات المصابة يوميا [لا.] [لا.] الحالات المتوفاة [لا.] [لا.] الحالات المستردة [لا.] [لا.] عدد البلدان على القائمة [لا.] بما في ذلك الإمارات العربية المتحدة [لا.] مصر [لا.] لبنان [لا.] عُمان [لا.] البحرين [لا.] العراق [لا.] الجزائر [لا.] إيران [لا.] منها [لا.]
CT20-AR-27	1232388520356012033	أول حالة كرونا في الجزائر لشخص إيطالي جايهم مسير		1	The first case of Krona in Algeria for an Italian man	أول حالة كرونا في الجزائر لرجل إيطالي
CT20-AR-27	1232292165537206277	أمير دولة قطر يثمن دور الجزائر الإقليمي والعربي وإسهامها في حل الكثير من النزاعات [رابط] [رابط]		1	The Emir of the State of Qatar appreciates Algeria’s regional and Arab role and its contribution to resolving many conflicts [link] [link]	أمير دولة قطر يثمن الدور الإقليمي والعربي للجزائر ومساهمتها في حل العديد من النزاعات
CT20-AR-27	1232500447774044160	 الجزائر تعلن عن اول اصابة بفيروس  كورونا الجديد		1	Algeria reports first case of new coronavirus	الجزائر تعلن عن أول حالة إصابة بفيروس كورونا الجديد
CT20-AR-27	1232390050383568897	 الجزائر   وزير الصحة يعلن تسجيل أول إصابة بفيروس  كورونا لمواطن إيطالي [رابط]		1	Algeria Health Minister announces the registration of the first coronavirus infection of an Italian citizen [link]	وزير الصحة الجزائري يعلن تسجيل أول إصابة بفيروس كورونا لمواطن إيطالي
CT20-AR-27	1232617781696307200	 الجزائر البحث عن  المسافرين الذين كانوا بالطائرة القادمة من  إيطاليا والمتوجهة إلى  ورقلة [رابط]		1	Algeria Search for passengers who were flying from Italy to Ouargla [link]	الجزائر البحث عن الركاب الذين كانوا يطيرون من إيطاليا إلى ورقلة [link]
CT20-AR-27	1232365698220994565	 توافق تام  بين الجزائر وقطر حول كل القضايا الإقليمية والدولية [رابط] [رابط]		1	Full consensus between Algeria and Qatar on all regional and international issues [link] [link]	توافق كامل بين الجزائر وقطر حول جميع القضايا الإقليمية والدولية [link] [link]
CT20-AR-27	1232589842183266305	كشفت وثيقة من  منظمة الكرامة  القطرية عن تعاون وثيق مع حركة الماك الانفصالية وتتخذ تلك الحركة الانفصالية من  باريس مقرا دائما لها ويقودها  فرحات مهني  الذي دعا مع بداية الحراك إلى حمل السلاح ضد ما يسميه الاحتلال الجزائري وطالب باستهداف الجيش هل هذا ما يموله اميرنا    الجزائر [رابط]		1	A document from the Qatari organization Alkarama revealed close cooperation with the Mak separatist movement and that the separatist movement is always based in Paris and led by Farhat Mhenni, who called with the beginning of the movement to take up arms against what he calls the Algerian occupation and demanded the targeting of the army is this what is funded by our Emir Algeria [link]	كشفت وثيقة من منظمة الكرامة القطرية عن تعاون وثيق مع حركة مك الانفصالية وأن الحركة الانفصالية تتخذ دائما من باريس مقرا لها ويقودها فرحات مهني الذي دعا مع بداية الحركة إلى حمل السلاح ضد ما أسماه الاحتلال الجزائري وطالب باستهداف الجيش هذا ما يموله أميرنا الجزائر [link]
CT20-AR-27	1232381920740282371	الشيخ محمد بن زايد يوعز لمستشارية ، بطلب فتح عدة استثمارات في الجزائر وتونس والمغرب والاردن ، ردا  على زيارة امير قطر لتلك الدول ، محاولا  شراء المواقف لصالحه كما فعل في زيارته لاندونيسيا في [رقم] حين استثمر بمبلغ يفوق الاستثمار القطري 		1	Sheikh Mohammed bin Zayed instructs an adviser to open several investments in Algeria, Tunisia, Morocco and Jordan, in response to the visit of the Emir of Qatar to those countries, trying to buy positions in his favor as he did in his visit to Indonesia in [number] when he invested an amount that exceeds the Qatari investment	الشيخ محمد بن زايد يوجه مستشاراً بفتح عدة استثمارات في الجزائر وتونس والمغرب والأردن، رداً على زيارة أمير قطر لتلك الدول، محاولاً شراء مراكز لصالحه كما فعل في زيارته لإندونيسيا في [عدد] عندما استثمر مبلغاً يتجاوز الاستثمار القطري
CT20-AR-27	1232604681681211397	القاضي يستمع لكمال البوشي في قضية الرشاوي  البوشي  نحن مظلومون من طرف النظام السابق البوشي  خالد تبون لا علاقة له ، وتم توريطه من أجل الإيقاع بوالده البوشي  خالد تبون لم يساعدني ولم يتوسط لصالحي مثلما يتم الترويج له البوشي  تم تعنيفي من أجل أن أشهد ضد خالد تبون و ضد والده [رابط]		1	The judge listens to Kamal al-Boshi in the case of al-Boshi bribes We are oppressed by the former regime of al-Boshi Khaled Tabun has nothing to do with him, and he was framed in order to catch his father al-Boshi Khaled Tabun did not help me and did not mediate in my favor as al-Boshi was promoted in order to testify against Khaled Tabun and his father [link]	القاضي يستمع إلى كمال البوشي في قضية رشاوى البوشي نحن مضطهدون من قبل نظام البوشي السابق خالد تبون لا علاقة له به، وقد تم تلفيقه من أجل القبض على والده البوشي خالد تبون لم يساعدني ولم يتوسط لصالحي كما تمت ترقية البوشي من أجل الشهادة ضد خالد تبون ووالده [link]
CT20-AR-27	1232284283626229761	الرئيس تبون يؤكد وجود  توافق تام  بين الجزائر وقطر حول مختلف القضايا الإقليمية والدولية [رابط] [رابط]		1	President Tebboune confirms full consensus between Algeria and Qatar on various regional and international issues [link] [link]	الرئيس تبون يؤكد التوافق الكامل بين الجزائر وقطر حول مختلف القضايا الإقليمية والدولية [link] [link]
CT20-AR-27	1232389308302143493	الجزائر  التلفزيون الرسمي الجزائري يعلن أول حالة إصابة مؤكدة بفيروس كورونا		1	Algeria's state TV announces first confirmed case of coronavirus	التلفزيون الجزائري يعلن عن أول حالة إصابة مؤكدة بفيروس كورونا
CT20-AR-27	1232818302013124609	 المغرب يفشل مناورات  الجزائر بالسعودية والهمة وبوريطة يجتمعان ببنسلمان للإعداد لزيارة محمد السادس نجح المغرب في إحباط مناورات الجزائر التي يقودها  عبد المجيد تبون  المتواجد بالرياض لفرض حضور الكيان الوهمي للبوليساريو لقمة أفريقيا السعودية والتي تم تأجيلها رفضا لحضور كيان إرهابي [رابط]		1	Morocco fails Algeria’s maneuvers in Saudi Arabia, Himma and Bourita meet in Bensleman to prepare for the visit of Mohammed VI Morocco succeeded in thwarting Algeria’s maneuvers led by Abdelmadjid Tebboune, who is in Riyadh, to force the Polisario entity to attend the Saudi Africa Summit, which was postponed to refuse the presence of a terrorist entity [link]	فشل المغرب في مناورات الجزائر في السعودية، هيما وبوريطة يلتقيان في بنسليمان للتحضير لزيارة محمد السادس المغرب نجح في إحباط مناورات الجزائر بقيادة عبد المجيد تبون، الموجود في الرياض، لإجبار كيان البوليساريو على حضور القمة السعودية الأفريقية، التي تم تأجيلها لرفض وجود كيان إرهابي.
CT20-AR-27	1232682756129292288	محامية خالد تبون خلال مرافعتها قبل قليل في محكمة سيدي امحمد  كل المتهمين أعطوهم هواتف للاتصال بذويهم إلا هو منعوه الظلم طغى في هذا الملف أعطني شخصية واحدة اتصل بها تبون خالد هذا الولد كان عاملا في سوناطراك وله سيارة وشقة يدفع إيجارها ككل الجزائريين [رابط]		1	Khaled Taboun's lawyer during her argument a little while ago in the court of Sidi Mohamed, all the accused gave them phones to contact their families, except that he prevented injustice overshadowed in this file Give me one character called by Taboun Khaled This boy was a worker in Sonatrach and has a car and an apartment that pays its rent as all Algerians [link]	محامية خالد تبون خلال مرافعاتها قبل قليل في محكمة سيدي محمد، كل المتهمين أعطوهم هواتف للاتصال بعائلاتهم، إلا أنه منع الظلم الذي طغى في هذا الملف أعطني حرفاً واحداً دعاه تبون خالد هذا الصبي كان عاملاً في سوناطراك ولديه سيارة وشقة تدفع إيجارها مثل جميع الجزائريين [link]
