topic_id	tweet_id	tweet_text	claim	claim_worthiness	en	ar
CT20-AR-02	1222171831735595008	بيان لوزير الخارجية الأميركي مايك بومبيو  على الحوثيين وقف هجماتهم على المناطق السعودية		1	Statement by US Secretary of State Mike Pompeo on the Houthis to stop their attacks on Saudi areas	بيان وزير الخارجية الأمريكي مايك بومبيو حول الحوثيين لوقف هجماتهم على المناطق السعودية
CT20-AR-02	1221799913593413632	 زكريا قاسم ، شخصية تربوية وله مكانة بين أبناء عدن وجهوده مشهودة في العمل الإغاثي والإنساني أثناء معارك تحرير عدن من مليشيا الحوثيين ، لكنه عوقب بالاختطاف من قبل إدارة الأمن والإخفاء القسري  ذكرى  اختطاف  زكريا  الحريه  للمخفيين  قسريا		1	Zakaria Qassim, an educational figure with a place among the people of Aden and his efforts in relief and humanitarian work during the battles to liberate Aden from the Houthi militia, but he was punished by kidnapping by the Department of Security and Enforced Disappearance The anniversary of Zakaria's forced abduction of the disappeared	زكريا قاسم، شخصية تربوية ذات مكانة بين أهالي عدن وجهوده في العمل الإغاثي والإنساني خلال معارك تحرير عدن من ميليشيا الحوثي، لكنه عوقب بالاختطاف من قبل دائرة الأمن والاختفاء القسري ذكرى اختطاف زكريا القسري للمختفين
CT20-AR-02	1221470351382630401	مصادر عسكرية يمنية تؤكد للجزيرة سيطرة الحوثيين على مفرق الجوف الاستراتيجي في محافظة نهم شرق صنعاء وبذلك يصبحون أقرب من أي وقت مضى إلى مدينة  مأرب  تقرير  نادين الديماسي  الأخبار [رابط]		1	Yemeni military sources confirm to Al-Jazeera that the Houthis control the strategic Al-Jawf junction in the province of Nahm east of Sanaa and thus become closer than ever to the city of Marib report Nadine Dimassi News [link]	مصادر عسكرية يمنية تؤكد للجزيرة أن الحوثيين يسيطرون على مفترق الجوف الاستراتيجي في محافظة نهم شرق صنعاء وبالتالي يصبحون أقرب من أي وقت مضى إلى مدينة مأرب تقرير نادين دمشقي نيوز [link]
CT20-AR-02	1221444805760339968	صادق دويد  سقطت كل رهانات الواهمين وأثبتت الحقائق والوقائع أن خطر الحوثي يهددحاضر ومستقبل اليمن ودول المنطقة  وفي هذه المعركة المفصلية فإن من يعتبر أن الحوثي خطر مؤجل ويختلق معارك أخرى فهو يغرد خارج السرب ، وعليه أن يعيد حساباته ، لأن الحوثيين ومن خلفهم إيران هو الخطر الذي يهددالجميع [رابط]		1	Sadiq Dweed has dropped all bets of illusionists and proved facts and facts that the Houthi threat threatens the present and future of Yemen and the countries of the region and in this crucial battle, whoever considers that the Houthis are a deferred danger and invents other battles, he is tweeting outside the squadron, and he has to recalculate, because the Houthis and behind them Iran is the danger that threatens everyone [link]	لقد أسقط صادق دويد كل رهانات الوهميين وأثبت الحقائق والوقائع أن تهديد الحوثيين يهدد حاضر ومستقبل اليمن ودول المنطقة وفي هذه المعركة الحاسمة، من يعتبر أن الحوثيين خطر مؤجل ويخترع معارك أخرى، فهو يغرد خارج السرب، وعليه أن يعيد الحساب، لأن الحوثيين وخلفهم إيران الخطر الذي يهدد الجميع.
CT20-AR-02	1221406918398414849	القوات المسلحة الجنوبية تحقق انتصارات كبيرة في شمال الضالع ضد الحوثيين ، وتصل تخوم محافظة إب ، وقوات الشرعية تتقهقر في مأرب أمام ذات العدو الحوثي   هناك فرق بين من يقاتل لأجل الوطن ومن يقاتل لأجل المال 		1	The southern armed forces achieve great victories in the north of the country against the Houthis, and reach the borders of the province of Ibb, and the legitimate forces retreat in Marib in front of the same Houthi enemy there is a difference between those who fight for the homeland and those who fight for money	القوات المسلحة الجنوبية تحقق انتصارات كبيرة في شمال البلاد ضد الحوثيين، وتصل إلى حدود محافظة إب، والقوات الشرعية تتراجع في مأرب أمام العدو الحوثي نفسه هناك فرق بين من يقاتل من أجل الوطن ومن يقاتل من أجل المال
CT20-AR-02	1221488119352045568	بعد أن بانت خيانة حزب الإصلاح بتسليمهم السلاح للحوثي في نهم وغيرها نرجو من الجميع فضحهم والتغريد بهذا الهاشتاج  الاصلاح  يخون  اليمن الموضوع هام وواضح وبالذات بعد أن أظهر الحوثيون الكميات الكبيرة من غنائم السلاح الثقيل والمتوسط التي غنموها بعد هروب جنود الإصلاح		1	After the betrayal of the Islah Party by handing weapons to the Houthis in Nihm and others, we ask everyone to expose them and tweet this hashtag reform Yemen betrays the subject is important and clear, especially after the Houthis showed the large quantities of heavy and medium weapons spoils that they grew after the escape of the soldiers of reform	بعد خيانة حزب الإصلاح بتسليمه أسلحة للحوثيين في نهم وغيرها، نطالب الجميع بفضحها وتغريدة هذا الهاشتاج الإصلاحي خيانة اليمن للموضوع أمر مهم وواضح، خاصة بعد أن أظهر الحوثيون كميات كبيرة من الأسلحة الثقيلة والمتوسطة الغنائم التي نمت بعد هروب جنود الإصلاح.
CT20-AR-02	1221529411469684737	اخر التطورات الميدانية في  اليمن   الحوثيون تمكنوا من السيطرة على مناطق جديدة شمال غرب محافظة مأرب ، بعد تأمينهم لمفرق الجوف ومدينة براقش الأثرية والاشتباكات تقترب من معسكر ماس الاستراتيجي الذي تسيطر عليه قوات الجيش الوطني   التحالف  يغدر  بالشرعية		1	The latest field developments in Yemen, the Houthis have been able to control new areas northwest of Marib province, after securing the Jawf Junction and the ancient city of Baraqash and clashes approaching the strategic Maas camp, which is controlled by the National Army Forces, the coalition is betraying legitimacy	آخر التطورات الميدانية في اليمن، تمكن الحوثيون من السيطرة على مناطق جديدة شمال غرب محافظة مأرب، بعد تأمين مفرق الجوف ومدينة برقش القديمة والاشتباكات التي تقترب من معسكر ماس الاستراتيجي، الذي تسيطر عليه قوات الجيش الوطني، التحالف يخون الشرعية
CT20-AR-02	1221898509496045568	عاجل  التحالف السعودي الاماراتي يعيد فتح مطار صنعاء الواقع تحت سيطرة الحوثيين أمام الرحلات الطبية وتسيير رحلات بدءا من الأسبوع المقبل  القرار جاء بعد أيام من تمكين التحالف للحوثيين السيطرة على منطقة نهم ومفرق الجوف الاستراتيجيين شرق العاصمة بعد أن كانت تحت سيطرة الحكومة الشرعية 		1	The Saudi-Emirati coalition is reopening Sanaa airport, which is under Houthi control, to medical flights and flights starting next week. The decision came days after the coalition enabled the Houthis to control the strategic area of Nahm and the Jawf Junction east of the capital after it was under the control of the legitimate government.	ويعيد التحالف السعودي الإماراتي فتح مطار صنعاء، الواقع تحت سيطرة الحوثيين، أمام الرحلات الجوية الطبية والرحلات الجوية التي تبدأ الأسبوع المقبل. وجاء القرار بعد أيام من تمكين التحالف الحوثيين من السيطرة على منطقة نهم الاستراتيجية ومفرق الجوف شرق العاصمة بعد أن كانت تحت سيطرة الحكومة الشرعية.
CT20-AR-02	1221384006446567424	مدينه براقش بالجوف سقطت والمتون سقطت وفرضه نهم سقطت ومفرق الجوف سقط بيد الحوثه   كل قوات الشرعيه انسحبت إلى معسكر ماس الآن الحوثي عينه على معسكر ماس اذا سقط سقطت مأرب كامل   هذه الاخبار الحقيقة لمن يريد الحقيقة   الحقيقة مؤلمه عند بعض الناس ولكن لابد من طرحها   [رابط]		1	The city of Buraqish in the fall of the fallen and the fall of the fallen and the separation of the fallen in the hands of the Huda all legitimate forces withdrew to the camp of Maas Al-Houthi eye on the camp of Maas if the fall Marib full of this news The truth is painful for some people, but must be raised [link]	مدينة براقيش في سقوط الساقطين وسقوط الساقطين وفصل الساقطين في ايدي الهدى انسحبت جميع القوى الشرعية الى معسكر ماس الحوثي عين على معسكر ماس اذا كان سقوط مأرب الكامل بهذه الاخبار الحقيقة مؤلمة لبعض الناس ولكن يجب رفعها [link]
CT20-AR-02	1221591905487724546	 نهم  مقبرة  الحوثي الحوثي الان في ورطه حقيقيه كل حشوده في نهم على حساب بقية الجبهات الان تحركت الجبهات وتم خداعهم بنجاح سيطروا ع فرضة نهم لكنهم في المقابل خسروا جبل هيلان وهو الطريق الحقيقي الى صنعاء وضربه قاسيه للحوثين   نهم  تنتصر  للجمهوريه		1	The Houthi graveyard is now in real trouble, all its crowds are in trouble at the expense of the rest of the fronts, now the fronts have moved and they have been successfully deceived, they have taken control of the Houthi graveyard, but in return they lost Mount Helan, which is the real road to Sana'a and a harsh blow to the Houthis.	مقبرة الحوثيين الآن في ورطة حقيقية، كل حشودها في ورطة على حساب بقية الجبهات، الآن تحركت الجبهات وخدعوا بنجاح، سيطروا على مقبرة الحوثيين، لكنهم في المقابل خسروا جبل حلان، وهو الطريق الحقيقي إلى صنعاء وضربة قاسية للحوثيين.
